"Source","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages"
"Period","First Quarter(p)"
"Industry","Total, all industries"
"Area Name","Year","Quarter","No Of Establishments","Employment","One-Year Employment Gain/Loss (Percent)","Average Weekly Wages","On-Year Weekly Wages Gain/Loss (Percent)","Industry","FIPS","USPS"
Geauga County,"2019","First Quarter(p)","2940","34522","2.3","834","-0.2","Total, all industries","39055","OH"
Greene County,"2019","First Quarter(p)","3657","75516","0.2","1058","3.3","Total, all industries","39057","OH"
Guernsey County,"2019","First Quarter(p)","960","15055","-1.1","819","4.7","Total, all industries","39059","OH"
Hamilton County,"2019","First Quarter(p)","24202","514724","0.9","1284","6.1","Total, all industries","39061","OH"
Hancock County,"2019","First Quarter(p)","1812","45651","0.6","1048","-7.1","Total, all industries","39063","OH"
Hardin County,"2019","First Quarter(p)","526","8440","0.8","705","2.2","Total, all industries","39065","OH"
Harrison County,"2019","First Quarter(p)","349","3724","-0.7","937","-7.7","Total, all industries","39067","OH"
Henry County,"2019","First Quarter(p)","666","10736","0.5","782","0.8","Total, all industries","39069","OH"
Highland County,"2019","First Quarter(p)","766","10467","-1.8","675","3.1","Total, all industries","39071","OH"
Hocking County,"2019","First Quarter(p)","545","6410","-0.4","625","-0.8","Total, all industries","39073","OH"
Holmes County,"2019","First Quarter(p)","1437","19489","0.9","757","2.7","Total, all industries","39075","OH"
Huron County,"2019","First Quarter(p)","1320","20740","2.0","785","-0.3","Total, all industries","39077","OH"
Jackson County,"2019","First Quarter(p)","726","10081","-2.6","677","5.5","Total, all industries","39079","OH"
Jefferson County,"2019","First Quarter(p)","1400","20494","1.8","834","3.5","Total, all industries","39081","OH"
Knox County,"2019","First Quarter(p)","1227","20362","2.3","830","3.1","Total, all industries","39083","OH"
Lake County,"2019","First Quarter(p)","6290","95399","1.7","926","4.4","Total, all industries","39085","OH"
Lawrence County,"2019","First Quarter(p)","971","13117","5.2","681","5.9","Total, all industries","39087","OH"
Licking County,"2019","First Quarter(p)","3507","60568","3.0","863","5.4","Total, all industries","39089","OH"
Logan County,"2019","First Quarter(p)","925","19206","-3.2","857","3.9","Total, all industries","39091","OH"
Lorain County,"2019","First Quarter(p)","6222","97044","0.6","860","1.7","Total, all industries","39093","OH"
Lucas County,"2019","First Quarter(p)","10163","206245","-0.7","1003","0.4","Total, all industries","39095","OH"
Madison County,"2019","First Quarter(p)","854","16950","0.5","830","1.2","Total, all industries","39097","OH"
Mahoning County,"2019","First Quarter(p)","5936","96383","0.2","772","3.2","Total, all industries","39099","OH"
Marion County,"2019","First Quarter(p)","1228","24904","1.1","811","2.7","Total, all industries","39101","OH"
Medina County,"2019","First Quarter(p)","4611","59843","0.2","865","3.2","Total, all industries","39103","OH"
Meigs County,"2019","First Quarter(p)","365","3764","4.0","588","2.1","Total, all industries","39105","OH"
Mercer County,"2019","First Quarter(p)","1113","19990","-1.8","762","4.2","Total, all industries","39107","OH"
Miami County,"2019","First Quarter(p)","2320","40344","0.3","845","2.9","Total, all industries","39109","OH"
Monroe County,"2019","First Quarter(p)","364","2907","8.3","775","17.4","Total, all industries","39111","OH"
Montgomery County,"2019","First Quarter(p)","12006","253506","0.2","950","3.3","Total, all industries","39113","OH"
Morgan County,"2019","First Quarter(p)","211","2728","1.8","720","1.4","Total, all industries","39115","OH"
Morrow County,"2019","First Quarter(p)","476","5125","0.5","707","4.3","Total, all industries","39117","OH"
Muskingum County,"2019","First Quarter(p)","1874","32663","-0.7","798","3.2","Total, all industries","39119","OH"
Noble County,"2019","First Quarter(p)","273","2943","-1.4","772","4.6","Total, all industries","39121","OH"
Ottawa County,"2019","First Quarter(p)","1145","12387","0.3","944","-0.4","Total, all industries","39123","OH"
Paulding County,"2019","First Quarter(p)","401","4695","-3.9","757","3.6","Total, all industries","39125","OH"
Perry County,"2019","First Quarter(p)","560","6531","4.3","765","0.5","Total, all industries","39127","OH"
Pickaway County,"2019","First Quarter(p)","948","13894","1.4","884","-0.1","Total, all industries","39129","OH"
Pike County,"2019","First Quarter(p)","542","9652","0.1","973","-0.6","Total, all industries","39131","OH"
Portage County,"2019","First Quarter(p)","3344","54713","1.9","866","1.2","Total, all industries","39133","OH"
Preble County,"2019","First Quarter(p)","750","10510","-2.0","822","6.8","Total, all industries","39135","OH"
Putnam County,"2019","First Quarter(p)","811","11694","0.1","761","2.3","Total, all industries","39137","OH"
Richland County,"2019","First Quarter(p)","2766","49762","-0.7","781","2.8","Total, all industries","39139","OH"
Ross County,"2019","First Quarter(p)","1415","29797","4.6","905","7.7","Total, all industries","39141","OH"
Sandusky County,"2019","First Quarter(p)","1401","25453","-2.5","791","1.7","Total, all industries","39143","OH"
Scioto County,"2019","First Quarter(p)","1424","23128","-0.5","726","2.4","Total, all industries","39145","OH"
Seneca County,"2019","First Quarter(p)","1165","19569","1.8","721","0.8","Total, all industries","39147","OH"
Shelby County,"2019","First Quarter(p)","1020","27427","0.9","934","1.4","Total, all industries","39149","OH"
Stark County,"2019","First Quarter(p)","8621","157538","-0.5","842","3.3","Total, all industries","39151","OH"
Summit County,"2019","First Quarter(p)","14379","263679","0.0","1003","2.6","Total, all industries","39153","OH"
Trumbull County,"2019","First Quarter(p)","4291","63555","-4.7","808","-1.3","Total, all industries","39155","OH"
Tuscarawas County,"2019","First Quarter(p)","2341","36003","0.5","750","2.9","Total, all industries","39157","OH"
Union County,"2019","First Quarter(p)","1325","33532","-1.2","1075","2.4","Total, all industries","39159","OH"
Van Wert County,"2019","First Quarter(p)","640","11724","5.8","763","1.3","Total, all industries","39161","OH"
Vinton County,"2019","First Quarter(p)","217","2290","3.9","677","-1.5","Total, all industries","39163","OH"
Warren County,"2019","First Quarter(p)","5183","93965","2.6","1099","6.3","Total, all industries","39165","OH"
Washington County,"2019","First Quarter(p)","1605","25062","0.5","915","1.8","Total, all industries","39167","OH"
Wayne County,"2019","First Quarter(p)","2735","48486","1.6","927","7.2","Total, all industries","39169","OH"
Williams County,"2019","First Quarter(p)","890","17380","0.5","804","0.5","Total, all industries","39171","OH"
Wood County,"2019","First Quarter(p)","3074","67423","2.8","934","-1.7","Total, all industries","39173","OH"
Wyandot County,"2019","First Quarter(p)","563","9650","3.4","845","2.4","Total, all industries","39175","OH"
 
