"Source","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages"
"Period","First Quarter(p)"
"Industry","Total, all industries"
"Area Name","Year","Quarter","No Of Establishments","Employment","One-Year Employment Gain/Loss (Percent)","Average Weekly Wages","On-Year Weekly Wages Gain/Loss (Percent)","Industry","FIPS","USPS"
Monroe County,"2019","First Quarter(p)","240","3504","2.1","940","4.7","Total, all industries","19135","IA"
Montgomery County,"2019","First Quarter(p)","394","4118","1.1","759","1.1","Total, all industries","19137","IA"
Muscatine County,"2019","First Quarter(p)","1189","22690","-2.6","974","2.1","Total, all industries","19139","IA"
Obrien County,"2019","First Quarter(p)","604","6444","-0.5","727","6.3","Total, all industries","19141","IA"
Osceola County,"2019","First Quarter(p)","254","2391","0.7","743","1.2","Total, all industries","19143","IA"
Page County,"2019","First Quarter(p)","490","6255","-0.1","741","2.2","Total, all industries","19145","IA"
Palo Alto County,"2019","First Quarter(p)","358","3775","0.2","715","2.7","Total, all industries","19147","IA"
Plymouth County,"2019","First Quarter(p)","827","11561","3.6","937","-1.0","Total, all industries","19149","IA"
Pocahontas County,"2019","First Quarter(p)","290","3002","8.0","809","6.7","Total, all industries","19151","IA"
Polk County,"2019","First Quarter(p)","17896","296541","0.1","1179","1.3","Total, all industries","19153","IA"
Pottawattamie County,"2019","First Quarter(p)","2546","39653","1.2","834","4.0","Total, all industries","19155","IA"
Poweshiek County,"2019","First Quarter(p)","677","9524","-8.1","908","13.8","Total, all industries","19157","IA"
Ringgold County,"2019","First Quarter(p)","184","1381","0.6","671","-4.8","Total, all industries","19159","IA"
Sac County,"2019","First Quarter(p)","389","2965","0.1","730","-4.3","Total, all industries","19161","IA"
Scott County,"2019","First Quarter(p)","5747","89094","-0.3","899","2.5","Total, all industries","19163","IA"
Shelby County,"2019","First Quarter(p)","443","5652","-1.2","803","3.6","Total, all industries","19165","IA"
Sioux County,"2019","First Quarter(p)","1491","20874","3.0","785","1.3","Total, all industries","19167","IA"
Story County,"2019","First Quarter(p)","2661","45416","-0.5","1006","3.2","Total, all industries","19169","IA"
Tama County,"2019","First Quarter(p)","431","5487","-1.1","749","1.4","Total, all industries","19171","IA"
Taylor County,"2019","First Quarter(p)","183","2018","-2.1","706","1.3","Total, all industries","19173","IA"
Union County,"2019","First Quarter(p)","433","5886","-3.8","732","4.1","Total, all industries","19175","IA"
Van Buren County,"2019","First Quarter(p)","206","1850","-6.4","704","3.2","Total, all industries","19177","IA"
Wapello County,"2019","First Quarter(p)","878","16257","1.3","775","3.5","Total, all industries","19179","IA"
Warren County,"2019","First Quarter(p)","1138","11239","0.7","756","2.4","Total, all industries","19181","IA"
Washington County,"2019","First Quarter(p)","779","8002","-1.1","674","0.6","Total, all industries","19183","IA"
Wayne County,"2019","First Quarter(p)","192","1875","0.7","716","-0.8","Total, all industries","19185","IA"
Webster County,"2019","First Quarter(p)","1210","17938","0.8","882","3.3","Total, all industries","19187","IA"
Winnebago County,"2019","First Quarter(p)","399","4206","-0.6","684","-1.2","Total, all industries","19189","IA"
Winneshiek County,"2019","First Quarter(p)","734","10012","-0.6","745","1.1","Total, all industries","19191","IA"
Woodbury County,"2019","First Quarter(p)","3231","51517","1.1","811","2.3","Total, all industries","19193","IA"
Worth County,"2019","First Quarter(p)","243","2269","-1.8","694","4.2","Total, all industries","19195","IA"
Wright County,"2019","First Quarter(p)","498","5823","6.3","831","3.9","Total, all industries","19197","IA"
 
