"Source","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages"
"Period","First Quarter(p)"
"Industry","Total, all industries"
"Area Name","Year","Quarter","No Of Establishments","Employment","One-Year Employment Gain/Loss (Percent)","Average Weekly Wages","On-Year Weekly Wages Gain/Loss (Percent)","Industry","FIPS","USPS"
Cumberland County,"2019","First Quarter(p)","6146","120273","0.2","840","5.3","Total, all industries","37051","NC"
Currituck County,"2019","First Quarter(p)","742","6438","3.0","703","3.4","Total, all industries","37053","NC"
Dare County,"2019","First Quarter(p)","1988","17115","1.0","680","3.2","Total, all industries","37055","NC"
Davidson County,"2019","First Quarter(p)","2856","44177","1.3","774","1.0","Total, all industries","37057","NC"
Davie County,"2019","First Quarter(p)","895","12935","1.2","722","3.6","Total, all industries","37059","NC"
Duplin County,"2019","First Quarter(p)","1089","18682","-2.6","712","1.3","Total, all industries","37061","NC"
Durham County,"2019","First Quarter(p)","8604","208823","3.4","1482","3.8","Total, all industries","37063","NC"
Edgecombe County,"2019","First Quarter(p)","908","15786","-2.9","723","1.5","Total, all industries","37065","NC"
Forsyth County,"2019","First Quarter(p)","9321","189792","2.2","1060","1.0","Total, all industries","37067","NC"
Franklin County,"2019","First Quarter(p)","1180","12133","0.1","815","4.8","Total, all industries","37069","NC"
Gaston County,"2019","First Quarter(p)","4347","75021","1.4","798","2.6","Total, all industries","37071","NC"
Gates County,"2019","First Quarter(p)","165","1546","2.9","644","5.1","Total, all industries","37073","NC"
Graham County,"2019","First Quarter(p)","191","2138","7.3","631","-2.6","Total, all industries","37075","NC"
Granville County,"2019","First Quarter(p)","946","21144","1.5","863","-1.3","Total, all industries","37077","NC"
Greene County,"2019","First Quarter(p)","326","4218","-1.4","679","5.1","Total, all industries","37079","NC"
Guilford County,"2019","First Quarter(p)","14578","284841","1.2","959","0.6","Total, all industries","37081","NC"
Halifax County,"2019","First Quarter(p)","991","15766","2.1","655","-1.4","Total, all industries","37083","NC"
Harnett County,"2019","First Quarter(p)","1778","25541","0.9","689","2.5","Total, all industries","37085","NC"
Haywood County,"2019","First Quarter(p)","1544","17723","1.7","709","2.9","Total, all industries","37087","NC"
Henderson County,"2019","First Quarter(p)","3165","39502","2.9","764","3.2","Total, all industries","37089","NC"
Hertford County,"2019","First Quarter(p)","479","9145","1.3","776","7.9","Total, all industries","37091","NC"
Hoke County,"2019","First Quarter(p)","520","8601","2.0","672","-6.9","Total, all industries","37093","NC"
Hyde County,"2019","First Quarter(p)","210","1578","-5.2","662","6.6","Total, all industries","37095","NC"
Iredell County,"2019","First Quarter(p)","5412","75475","3.2","949","3.2","Total, all industries","37097","NC"
Jackson County,"2019","First Quarter(p)","1051","13728","1.3","695","3.3","Total, all industries","37099","NC"
Johnston County,"2019","First Quarter(p)","3636","50159","4.0","830","3.6","Total, all industries","37101","NC"
Jones County,"2019","First Quarter(p)","201","1609","-5.5","664","2.0","Total, all industries","37103","NC"
Lee County,"2019","First Quarter(p)","1406","25842","-1.2","816","-0.2","Total, all industries","37105","NC"
Lenoir County,"2019","First Quarter(p)","1295","28470","0.5","749","4.0","Total, all industries","37107","NC"
Lincoln County,"2019","First Quarter(p)","1855","23918","4.2","827","3.2","Total, all industries","37109","NC"
McDowell County,"2019","First Quarter(p)","791","15788","-3.8","722","1.8","Total, all industries","37111","NC"
Macon County,"2019","First Quarter(p)","1196","10941","1.9","653","2.7","Total, all industries","37113","NC"
Madison County,"2019","First Quarter(p)","402","3965","5.4","666","4.1","Total, all industries","37115","NC"
Martin County,"2019","First Quarter(p)","492","6434","-6.4","598","0.7","Total, all industries","37117","NC"
Mecklenburg County,"2019","First Quarter(p)","38777","706634","2.5","1533","1.4","Total, all industries","37119","NC"
Mitchell County,"2019","First Quarter(p)","377","4696","2.3","746","3.9","Total, all industries","37121","NC"
Montgomery County,"2019","First Quarter(p)","510","9233","-0.1","722","5.2","Total, all industries","37123","NC"
Moore County,"2019","First Quarter(p)","2599","36789","2.3","761","2.3","Total, all industries","37125","NC"
Nash County,"2019","First Quarter(p)","2153","40685","1.3","808","-0.1","Total, all industries","37127","NC"
New Hanover County,"2019","First Quarter(p)","8470","115890","2.2","908","4.1","Total, all industries","37129","NC"
Northampton County,"2019","First Quarter(p)","315","5499","2.1","725","6.8","Total, all industries","37131","NC"
Onslow County,"2019","First Quarter(p)","3197","49176","0.5","673","3.4","Total, all industries","37133","NC"
Orange County,"2019","First Quarter(p)","4086","71975","0.7","1105","4.0","Total, all industries","37135","NC"
Pamlico County,"2019","First Quarter(p)","302","3249","2.5","601","4.3","Total, all industries","37137","NC"
Pasquotank County,"2019","First Quarter(p)","984","15455","-2.1","718","1.1","Total, all industries","37139","NC"
Pender County,"2019","First Quarter(p)","1313","12485","4.6","720","5.1","Total, all industries","37141","NC"
Perquimans County,"2019","First Quarter(p)","241","2212","6.0","643","1.3","Total, all industries","37143","NC"
Person County,"2019","First Quarter(p)","732","9698","-1.7","835","1.6","Total, all industries","37145","NC"
Pitt County,"2019","First Quarter(p)","3788","77603","0.5","897","5.0","Total, all industries","37147","NC"
Polk County,"2019","First Quarter(p)","571","4852","0.5","624","1.0","Total, all industries","37149","NC"
Randolph County,"2019","First Quarter(p)","2538","45438","1.1","717","4.4","Total, all industries","37151","NC"
Richmond County,"2019","First Quarter(p)","870","13632","2.5","683","2.6","Total, all industries","37153","NC"
Robeson County,"2019","First Quarter(p)","1988","39648","2.0","662","2.8","Total, all industries","37155","NC"
Rockingham County,"2019","First Quarter(p)","1641","25260","1.0","680","1.3","Total, all industries","37157","NC"
Rowan County,"2019","First Quarter(p)","2765","49086","1.0","895","4.9","Total, all industries","37159","NC"
Rutherford County,"2019","First Quarter(p)","1274","18753","2.5","713","5.3","Total, all industries","37161","NC"
Sampson County,"2019","First Quarter(p)","1155","18380","0.4","754","1.1","Total, all industries","37163","NC"
Scotland County,"2019","First Quarter(p)","611","12083","1.8","701","1.4","Total, all industries","37165","NC"
Stanly County,"2019","First Quarter(p)","1350","19436","0.0","703","3.4","Total, all industries","37167","NC"
Stokes County,"2019","First Quarter(p)","700","7560","1.8","640","2.9","Total, all industries","37169","NC"
Surry County,"2019","First Quarter(p)","1789","29087","0.0","718","3.0","Total, all industries","37171","NC"
Swain County,"2019","First Quarter(p)","443","9953","-0.1","744","14.6","Total, all industries","37173","NC"
Transylvania County,"2019","First Quarter(p)","913","9004","3.1","664","3.1","Total, all industries","37175","NC"
Tyrrell County,"2019","First Quarter(p)","94","928","-9.9","664","2.0","Total, all industries","37177","NC"
Union County,"2019","First Quarter(p)","5660","64570","1.1","866","3.1","Total, all industries","37179","NC"
Vance County,"2019","First Quarter(p)","839","14262","-3.6","709","4.1","Total, all industries","37181","NC"
Wake County,"2019","First Quarter(p)","35666","565981","2.4","1213","5.5","Total, all industries","37183","NC"
Warren County,"2019","First Quarter(p)","304","3044","-0.1","613","1.5","Total, all industries","37185","NC"
Washington County,"2019","First Quarter(p)","240","3159","-5.9","913","4.6","Total, all industries","37187","NC"
Watauga County,"2019","First Quarter(p)","1690","23592","3.6","699","3.2","Total, all industries","37189","NC"
Wayne County,"2019","First Quarter(p)","2314","42139","0.5","738","5.4","Total, all industries","37191","NC"
Wilkes County,"2019","First Quarter(p)","1298","21176","-4.2","707","-0.7","Total, all industries","37193","NC"
Wilson County,"2019","First Quarter(p)","1909","36103","-1.1","933","3.0","Total, all industries","37195","NC"
Yadkin County,"2019","First Quarter(p)","657","10032","2.0","680","1.9","Total, all industries","37197","NC"
Yancey County,"2019","First Quarter(p)","362","4497","3.8","713","4.2","Total, all industries","37199","NC"
 
