"Source","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages"
"Period","First Quarter(p)"
"Industry","Total, all industries"
"Area Name","Year","Quarter","No Of Establishments","Employment","One-Year Employment Gain/Loss (Percent)","Average Weekly Wages","On-Year Weekly Wages Gain/Loss (Percent)","Industry","FIPS","USPS"
Kings County,"2019","First Quarter(p)","63178","780246","3.0","954","3.8","Total, all industries","36047","NY"
Lewis County,"2019","First Quarter(p)","571","6409","-1.7","768","4.8","Total, all industries","36049","NY"
Livingston County,"2019","First Quarter(p)","1441","20385","0.3","792","2.2","Total, all industries","36051","NY"
Madison County,"2019","First Quarter(p)","1581","20903","-0.2","834","5.0","Total, all industries","36053","NY"
Monroe County,"2019","First Quarter(p)","18649","387383","0.3","1015","2.1","Total, all industries","36055","NY"
Montgomery County,"2019","First Quarter(p)","1197","18934","-1.8","821","5.0","Total, all industries","36057","NY"
Nassau County,"2019","First Quarter(p)","53483","626646","-0.4","1215","1.8","Total, all industries","36059","NY"
New York County,"2019","First Quarter(p)","126744","2500709","2.3","3153","2.0","Total, all industries","36061","NY"
Niagara County,"2019","First Quarter(p)","4808","70955","0.3","837","2.2","Total, all industries","36063","NY"
Oneida County,"2019","First Quarter(p)","5224","105353","0.4","866","2.6","Total, all industries","36065","NY"
Onondaga County,"2019","First Quarter(p)","12585","245324","1.3","1030","2.9","Total, all industries","36067","NY"
Ontario County,"2019","First Quarter(p)","3196","51639","-0.3","930","-2.1","Total, all industries","36069","NY"
Orange County,"2019","First Quarter(p)","10446","145767","1.1","931","3.7","Total, all industries","36071","NY"
Orleans County,"2019","First Quarter(p)","780","11730","-1.8","851","2.3","Total, all industries","36073","NY"
Oswego County,"2019","First Quarter(p)","2327","33428","-0.4","939","2.4","Total, all industries","36075","NY"
Otsego County,"2019","First Quarter(p)","1536","23357","-0.1","846","1.9","Total, all industries","36077","NY"
Putnam County,"2019","First Quarter(p)","3048","25895","1.2","1034","0.4","Total, all industries","36079","NY"
Queens County,"2019","First Quarter(p)","52830","709858","2.0","1099","2.7","Total, all industries","36081","NY"
Rensselaer County,"2019","First Quarter(p)","3318","53904","2.2","1115","9.5","Total, all industries","36083","NY"
Richmond County,"2019","First Quarter(p)","9857","125884","3.8","1006","3.0","Total, all industries","36085","NY"
Rockland County,"2019","First Quarter(p)","10842","126864","2.3","1077","0.8","Total, all industries","36087","NY"
St. Lawrence County,"2019","First Quarter(p)","2119","35313","-0.3","911","2.2","Total, all industries","36089","NY"
Saratoga County,"2019","First Quarter(p)","5947","86722","-0.1","1029","3.7","Total, all industries","36091","NY"
Schenectady County,"2019","First Quarter(p)","3426","61717","-1.6","1113","2.0","Total, all industries","36093","NY"
Schoharie County,"2019","First Quarter(p)","686","8763","0.4","774","1.0","Total, all industries","36095","NY"
Schuyler County,"2019","First Quarter(p)","430","4565","0.2","764","0.8","Total, all industries","36097","NY"
Seneca County,"2019","First Quarter(p)","753","12113","-0.4","1111","16.0","Total, all industries","36099","NY"
Steuben County,"2019","First Quarter(p)","2114","36695","0.0","1337","2.8","Total, all industries","36101","NY"
Suffolk County,"2019","First Quarter(p)","52724","652251","1.2","1171","2.5","Total, all industries","36103","NY"
Sullivan County,"2019","First Quarter(p)","2017","28267","3.1","834","2.1","Total, all industries","36105","NY"
Tioga County,"2019","First Quarter(p)","897","13187","-0.1","1076","7.5","Total, all industries","36107","NY"
Tompkins County,"2019","First Quarter(p)","2632","50063","0.9","1025","2.3","Total, all industries","36109","NY"
Ulster County,"2019","First Quarter(p)","5246","59697","-0.5","855","3.3","Total, all industries","36111","NY"
Warren County,"2019","First Quarter(p)","2426","35840","-0.6","888","2.2","Total, all industries","36113","NY"
Washington County,"2019","First Quarter(p)","1174","15153","-0.3","863","2.9","Total, all industries","36115","NY"
Wayne County,"2019","First Quarter(p)","2041","27562","1.1","888","6.5","Total, all industries","36117","NY"
Westchester County,"2019","First Quarter(p)","35870","428199","1.2","1587","3.9","Total, all industries","36119","NY"
Wyoming County,"2019","First Quarter(p)","898","13257","1.8","869","-0.1","Total, all industries","36121","NY"
Yates County,"2019","First Quarter(p)","631","6969","1.1","715","2.0","Total, all industries","36123","NY"
 
