"Source","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages"
"Period","First Quarter(p)"
"Industry","Total, all industries"
"Area Name","Year","Quarter","No Of Establishments","Employment","One-Year Employment Gain/Loss (Percent)","Average Weekly Wages","On-Year Weekly Wages Gain/Loss (Percent)","Industry","FIPS","USPS"
Dallas County,"2019","First Quarter(p)","360","2457","0.6","509","5.4","Total, all industries","29059","MO"
Daviess County,"2019","First Quarter(p)","243","1543","6.0","511","0.2","Total, all industries","29061","MO"
DeKalb County,"2019","First Quarter(p)","259","3010","-1.8","661","-0.3","Total, all industries","29063","MO"
Dent County,"2019","First Quarter(p)","565","3898","0.6","571","2.0","Total, all industries","29065","MO"
Douglas County,"2019","First Quarter(p)","227","2375","1.5","535","0.9","Total, all industries","29067","MO"
Dunklin County,"2019","First Quarter(p)","1526","8874","-4.7","512","-0.4","Total, all industries","29069","MO"
Franklin County,"2019","First Quarter(p)","3008","39470","1.4","774","2.1","Total, all industries","29071","MO"
Gasconade County,"2019","First Quarter(p)","469","5243","-1.1","593","1.0","Total, all industries","29073","MO"
Gentry County,"2019","First Quarter(p)","228","2209","-1.8","634","2.8","Total, all industries","29075","MO"
Greene County,"2019","First Quarter(p)","9185","169236","2.0","847","3.8","Total, all industries","29077","MO"
Grundy County,"2019","First Quarter(p)","294","3102","-5.0","598","-5.7","Total, all industries","29079","MO"
Harrison County,"2019","First Quarter(p)","291","2556","2.4","572","-0.9","Total, all industries","29081","MO"
Henry County,"2019","First Quarter(p)","669","7286","-1.1","705","2.9","Total, all industries","29083","MO"
Hickory County,"2019","First Quarter(p)","187","1233","0.4","508","5.6","Total, all industries","29085","MO"
Holt County,"2019","First Quarter(p)","177","1244","-2.3","682","1.8","Total, all industries","29087","MO"
Howard County,"2019","First Quarter(p)","228","2599","-2.1","523","-3.5","Total, all industries","29089","MO"
Howell County,"2019","First Quarter(p)","1292","15484","2.3","641","0.5","Total, all industries","29091","MO"
Iron County,"2019","First Quarter(p)","521","3468","2.2","736","-6.4","Total, all industries","29093","MO"
Jackson County,"2019","First Quarter(p)","22227","370468","1.0","1113","2.3","Total, all industries","29095","MO"
Jasper County,"2019","First Quarter(p)","3346","58313","1.6","785","2.3","Total, all industries","29097","MO"
Jefferson County,"2019","First Quarter(p)","4425","47378","-1.2","723","2.4","Total, all industries","29099","MO"
Johnson County,"2019","First Quarter(p)","1103","15456","0.0","692","1.0","Total, all industries","29101","MO"
Knox County,"2019","First Quarter(p)","110","927","-14.4","545","8.3","Total, all industries","29103","MO"
Laclede County,"2019","First Quarter(p)","831","13980","-0.1","664","3.6","Total, all industries","29105","MO"
Lafayette County,"2019","First Quarter(p)","858","8517","-0.2","613","1.8","Total, all industries","29107","MO"
Lawrence County,"2019","First Quarter(p)","899","8891","-4.3","682","0.1","Total, all industries","29109","MO"
Lewis County,"2019","First Quarter(p)","223","2526","-2.2","612","6.4","Total, all industries","29111","MO"
Lincoln County,"2019","First Quarter(p)","1073","11761","-0.2","744","2.6","Total, all industries","29113","MO"
Linn County,"2019","First Quarter(p)","373","3827","-1.5","678","-0.3","Total, all industries","29115","MO"
Livingston County,"2019","First Quarter(p)","488","6209","-2.4","648","1.7","Total, all industries","29117","MO"
McDonald County,"2019","First Quarter(p)","404","7039","-0.4","678","-0.6","Total, all industries","29119","MO"
Macon County,"2019","First Quarter(p)","412","4979","-3.7","633","4.5","Total, all industries","29121","MO"
Madison County,"2019","First Quarter(p)","370","3665","1.4","579","1.2","Total, all industries","29123","MO"
Maries County,"2019","First Quarter(p)","153","1252","-1.2","585","5.0","Total, all industries","29125","MO"
Marion County,"2019","First Quarter(p)","936","13214","-0.2","738","0.8","Total, all industries","29127","MO"
Mercer County,"2019","First Quarter(p)","100","1720","0.1","784","17.0","Total, all industries","29129","MO"
Miller County,"2019","First Quarter(p)","684","7197","2.0","601","2.0","Total, all industries","29131","MO"
Mississippi County,"2019","First Quarter(p)","493","3569","-5.0","596","-0.5","Total, all industries","29133","MO"
Moniteau County,"2019","First Quarter(p)","355","4206","2.9","675","4.0","Total, all industries","29135","MO"
Monroe County,"2019","First Quarter(p)","251","1744","-7.8","580","-4.6","Total, all industries","29137","MO"
Montgomery County,"2019","First Quarter(p)","308","2849","-0.2","674","0.3","Total, all industries","29139","MO"
Morgan County,"2019","First Quarter(p)","531","4230","2.4","563","2.0","Total, all industries","29141","MO"
New Madrid County,"2019","First Quarter(p)","794","7280","10.0","713","10.5","Total, all industries","29143","MO"
Newton County,"2019","First Quarter(p)","1370","20556","0.7","757","1.3","Total, all industries","29145","MO"
Nodaway County,"2019","First Quarter(p)","578","7862","2.2","707","5.5","Total, all industries","29147","MO"
Oregon County,"2019","First Quarter(p)","249","2301","-0.4","468","1.5","Total, all industries","29149","MO"
Osage County,"2019","First Quarter(p)","279","3925","5.5","660","-2.5","Total, all industries","29151","MO"
Ozark County,"2019","First Quarter(p)","212","1462","-2.7","487","1.7","Total, all industries","29153","MO"
Pemiscot County,"2019","First Quarter(p)","822","5365","1.5","579","6.4","Total, all industries","29155","MO"
Perry County,"2019","First Quarter(p)","575","9642","-0.8","689","-1.0","Total, all industries","29157","MO"
Pettis County,"2019","First Quarter(p)","1246","19445","1.0","682","1.9","Total, all industries","29159","MO"
Phelps County,"2019","First Quarter(p)","1170","18448","1.2","747","0.3","Total, all industries","29161","MO"
Pike County,"2019","First Quarter(p)","481","5416","-5.7","631","2.4","Total, all industries","29163","MO"
Platte County,"2019","First Quarter(p)","2713","47650","1.9","1014","5.7","Total, all industries","29165","MO"
Polk County,"2019","First Quarter(p)","710","8543","-1.6","657","3.1","Total, all industries","29167","MO"
Pulaski County,"2019","First Quarter(p)","831","13046","-0.8","750","8.2","Total, all industries","29169","MO"
Putnam County,"2019","First Quarter(p)","132","928","-6.7","547","4.6","Total, all industries","29171","MO"
Ralls County,"2019","First Quarter(p)","234","3531","4.3","853","-2.6","Total, all industries","29173","MO"
Randolph County,"2019","First Quarter(p)","658","9636","0.9","709","2.3","Total, all industries","29175","MO"
Ray County,"2019","First Quarter(p)","426","4029","-3.2","710","2.6","Total, all industries","29177","MO"
Reynolds County,"2019","First Quarter(p)","284","1939","0.5","654","-2.4","Total, all industries","29179","MO"
Ripley County,"2019","First Quarter(p)","507","2740","-0.8","460","-2.7","Total, all industries","29181","MO"
St. Charles County,"2019","First Quarter(p)","9717","148990","1.6","994","3.6","Total, all industries","29183","MO"
St. Clair County,"2019","First Quarter(p)","211","1579","1.2","543","2.6","Total, all industries","29185","MO"
Ste. Genevieve County,"2019","First Quarter(p)","473","5646","0.9","876","4.2","Total, all industries","29186","MO"
St. Francois County,"2019","First Quarter(p)","1870","23149","-0.3","617","2.3","Total, all industries","29187","MO"
St. Louis County,"2019","First Quarter(p)","39961","604112","0.2","1240","2.9","Total, all industries","29189","MO"
Saline County,"2019","First Quarter(p)","606","8632","-0.3","669","2.8","Total, all industries","29195","MO"
Schuyler County,"2019","First Quarter(p)","93","565","-2.1","502","4.6","Total, all industries","29197","MO"
Scotland County,"2019","First Quarter(p)","143","1131","-0.9","582","3.9","Total, all industries","29199","MO"
Scott County,"2019","First Quarter(p)","1423","15559","-0.1","706","2.9","Total, all industries","29201","MO"
Shannon County,"2019","First Quarter(p)","226","1360","-0.1","481","3.0","Total, all industries","29203","MO"
Shelby County,"2019","First Quarter(p)","193","1767","3.2","559","4.1","Total, all industries","29205","MO"
Stoddard County,"2019","First Quarter(p)","959","9979","-0.3","695","1.9","Total, all industries","29207","MO"
Stone County,"2019","First Quarter(p)","759","6535","-0.9","581","1.0","Total, all industries","29209","MO"
Sullivan County,"2019","First Quarter(p)","147","2392","-2.8","852","-2.6","Total, all industries","29211","MO"
Taney County,"2019","First Quarter(p)","1975","27675","-0.3","598","1.9","Total, all industries","29213","MO"
Texas County,"2019","First Quarter(p)","602","5504","-0.6","602","5.2","Total, all industries","29215","MO"
Vernon County,"2019","First Quarter(p)","663","6887","-0.9","694","-0.6","Total, all industries","29217","MO"
Warren County,"2019","First Quarter(p)","671","7466","2.6","733","0.8","Total, all industries","29219","MO"
Washington County,"2019","First Quarter(p)","728","4878","-0.1","570","2.5","Total, all industries","29221","MO"
Wayne County,"2019","First Quarter(p)","441","2538","1.4","479","-1.0","Total, all industries","29223","MO"
Webster County,"2019","First Quarter(p)","787","7703","4.9","652","5.3","Total, all industries","29225","MO"
Worth County,"2019","First Quarter(p)","67","354","-1.4","469","-4.3","Total, all industries","29227","MO"
Wright County,"2019","First Quarter(p)","491","4130","1.4","572","2.7","Total, all industries","29229","MO"
St. Louis City,"2019","First Quarter(p)","14883","227848","0.1","1283","2.6","Total, all industries","29510","MO"
 
