"Source","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages"
"Period","First Quarter(p)"
"Industry","Total, all industries"
"Area Name","Year","Quarter","No Of Establishments","Employment","One-Year Employment Gain/Loss (Percent)","Average Weekly Wages","On-Year Weekly Wages Gain/Loss (Percent)","Industry","FIPS","USPS"
Freeborn County,"2019","First Quarter(p)","831","11820","0.3","767","-1.7","Total, all industries","27047","MN"
Goodhue County,"2019","First Quarter(p)","1372","21253","0.2","937","-1.3","Total, all industries","27049","MN"
Grant County,"2019","First Quarter(p)","263","1882","2.2","693","-6.0","Total, all industries","27051","MN"
Hennepin County,"2019","First Quarter(p)","41625","924566","0.7","1539","2.9","Total, all industries","27053","MN"
Houston County,"2019","First Quarter(p)","450","5015","0.8","668","1.2","Total, all industries","27055","MN"
Hubbard County,"2019","First Quarter(p)","633","5793","0.1","739","2.1","Total, all industries","27057","MN"
Isanti County,"2019","First Quarter(p)","839","10874","0.2","784","-0.6","Total, all industries","27059","MN"
Itasca County,"2019","First Quarter(p)","1254","15816","-0.3","810","-0.1","Total, all industries","27061","MN"
Jackson County,"2019","First Quarter(p)","348","5128","0.7","790","2.5","Total, all industries","27063","MN"
Kanabec County,"2019","First Quarter(p)","328","3711","-0.6","757","3.8","Total, all industries","27065","MN"
Kandiyohi County,"2019","First Quarter(p)","1419","23565","-1.1","764","2.3","Total, all industries","27067","MN"
Kittson County,"2019","First Quarter(p)","187","1444","-1.5","706","-3.8","Total, all industries","27069","MN"
Koochiching County,"2019","First Quarter(p)","428","4484","1.6","898","7.5","Total, all industries","27071","MN"
Lac Qui Parle County,"2019","First Quarter(p)","233","2210","2.2","686","4.6","Total, all industries","27073","MN"
Lake County,"2019","First Quarter(p)","326","3990","1.5","878","2.1","Total, all industries","27075","MN"
Lake of The Woods County,"2019","First Quarter(p)","172","1744","0.6","694","3.3","Total, all industries","27077","MN"
Le Sueur County,"2019","First Quarter(p)","746","8207","1.3","861","1.7","Total, all industries","27079","MN"
Lincoln County,"2019","First Quarter(p)","226","1595","-2.8","688","1.8","Total, all industries","27081","MN"
Lyon County,"2019","First Quarter(p)","825","14006","-1.4","898","7.9","Total, all industries","27083","MN"
McLeod County,"2019","First Quarter(p)","970","15757","-2.3","867","0.5","Total, all industries","27085","MN"
Mahnomen County,"2019","First Quarter(p)","119","1862","-2.0","723","7.6","Total, all industries","27087","MN"
Marshall County,"2019","First Quarter(p)","322","2057","0.1","788","-1.4","Total, all industries","27089","MN"
Martin County,"2019","First Quarter(p)","694","8368","-2.9","790","3.7","Total, all industries","27091","MN"
Meeker County,"2019","First Quarter(p)","622","7311","3.3","756","3.1","Total, all industries","27093","MN"
Mille Lacs County,"2019","First Quarter(p)","729","9568","1.7","681","1.2","Total, all industries","27095","MN"
Morrison County,"2019","First Quarter(p)","993","10514","-1.2","736","4.0","Total, all industries","27097","MN"
Mower County,"2019","First Quarter(p)","860","16023","-1.9","895","3.3","Total, all industries","27099","MN"
Murray County,"2019","First Quarter(p)","333","2890","1.1","737","2.9","Total, all industries","27101","MN"
Nicollet County,"2019","First Quarter(p)","763","15107","0.7","876","-0.1","Total, all industries","27103","MN"
Nobles County,"2019","First Quarter(p)","638","10206","-1.3","845","1.4","Total, all industries","27105","MN"
Norman County,"2019","First Quarter(p)","245","1555","-5.4","734","2.7","Total, all industries","27107","MN"
Olmsted County,"2019","First Quarter(p)","3750","99045","0.9","1210","-4.6","Total, all industries","27109","MN"
Otter Tail County,"2019","First Quarter(p)","1834","21757","-0.4","786","2.6","Total, all industries","27111","MN"
Pennington County,"2019","First Quarter(p)","425","10132","1.3","882","-2.4","Total, all industries","27113","MN"
Pine County,"2019","First Quarter(p)","670","7966","-0.5","624","2.6","Total, all industries","27115","MN"
Pipestone County,"2019","First Quarter(p)","374","4283","-1.4","720","2.3","Total, all industries","27117","MN"
Polk County,"2019","First Quarter(p)","997","11879","-0.5","781","0.8","Total, all industries","27119","MN"
Pope County,"2019","First Quarter(p)","356","4341","1.8","817","0.9","Total, all industries","27121","MN"
Ramsey County,"2019","First Quarter(p)","14269","330433","0.4","1361","1.0","Total, all industries","27123","MN"
Red Lake County,"2019","First Quarter(p)","128","989","-3.5","696","-2.7","Total, all industries","27125","MN"
Redwood County,"2019","First Quarter(p)","572","5959","1.6","766","4.5","Total, all industries","27127","MN"
Renville County,"2019","First Quarter(p)","596","5585","-1.0","789","1.7","Total, all industries","27129","MN"
Rice County,"2019","First Quarter(p)","1632","25002","0.4","892","1.9","Total, all industries","27131","MN"
Rock County,"2019","First Quarter(p)","309","3271","-1.6","767","-3.2","Total, all industries","27133","MN"
Roseau County,"2019","First Quarter(p)","470","7793","-1.5","1042","2.3","Total, all industries","27135","MN"
St. Louis County,"2019","First Quarter(p)","5427","96592","-0.2","914","4.9","Total, all industries","27137","MN"
Scott County,"2019","First Quarter(p)","3433","51697","-0.4","952","4.2","Total, all industries","27139","MN"
Sherburne County,"2019","First Quarter(p)","2136","25575","2.3","887","2.1","Total, all industries","27141","MN"
Sibley County,"2019","First Quarter(p)","408","3941","-2.2","767","-0.1","Total, all industries","27143","MN"
Stearns County,"2019","First Quarter(p)","4420","85997","0.6","926","-0.6","Total, all industries","27145","MN"
Steele County,"2019","First Quarter(p)","1012","21122","2.8","962","2.3","Total, all industries","27147","MN"
Stevens County,"2019","First Quarter(p)","346","5305","-0.4","884","0.7","Total, all industries","27149","MN"
Swift County,"2019","First Quarter(p)","337","3470","-3.3","769","-2.4","Total, all industries","27151","MN"
Todd County,"2019","First Quarter(p)","596","6344","-0.9","793","2.1","Total, all industries","27153","MN"
Traverse County,"2019","First Quarter(p)","151","1066","-7.1","678","3.5","Total, all industries","27155","MN"
Wabasha County,"2019","First Quarter(p)","586","6593","2.0","743","1.5","Total, all industries","27157","MN"
Wadena County,"2019","First Quarter(p)","427","5344","-1.9","731","1.7","Total, all industries","27159","MN"
Waseca County,"2019","First Quarter(p)","527","5730","-0.7","804","2.6","Total, all industries","27161","MN"
Washington County,"2019","First Quarter(p)","6013","85626","1.0","953","-0.2","Total, all industries","27163","MN"
Watonwan County,"2019","First Quarter(p)","327","4276","-0.1","689","-2.3","Total, all industries","27165","MN"
Wilkin County,"2019","First Quarter(p)","213","1701","-3.7","811","2.8","Total, all industries","27167","MN"
Winona County,"2019","First Quarter(p)","1210","24531","-0.5","837","2.3","Total, all industries","27169","MN"
Wright County,"2019","First Quarter(p)","3399","43255","1.5","820","2.0","Total, all industries","27171","MN"
Yellow Medicine County,"2019","First Quarter(p)","367","3964","-0.2","717","2.1","Total, all industries","27173","MN"
 
