"Source","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages"
"Period","First Quarter(p)"
"Industry","Total, all industries"
"Area Name","Year","Quarter","No Of Establishments","Employment","One-Year Employment Gain/Loss (Percent)","Average Weekly Wages","On-Year Weekly Wages Gain/Loss (Percent)","Industry","FIPS","USPS"
Quebradillas Municipio,"2019","First Quarter(p)","225","2111","6.2","356","-9.0","Total, all industries","72115","PR"
Rincon Municipio,"2019","First Quarter(p)","182","1878","7.3","375","7.4","Total, all industries","72117","PR"
Rio Grande Municipio,"2019","First Quarter(p)","318","4948","2.7","451","8.7","Total, all industries","72119","PR"
Sabana Grande Municipio,"2019","First Quarter(p)","199","3214","6.7","368","-3.2","Total, all industries","72121","PR"
Salinas Municipio,"2019","First Quarter(p)","203","3335","-1.4","498","-2.7","Total, all industries","72123","PR"
San German Municipio,"2019","First Quarter(p)","378","7684","-6.3","411","-0.5","Total, all industries","72125","PR"
San Juan Municipio,"2019","First Quarter(p)","10940","241033","-0.4","674","-3.4","Total, all industries","72127","PR"
San Lorenzo Municipio,"2019","First Quarter(p)","258","3516","-5.7","394","2.6","Total, all industries","72129","PR"
San Sebastian Municipio,"2019","First Quarter(p)","573","5229","3.6","340","-0.3","Total, all industries","72131","PR"
Santa Isabel Municipio,"2019","First Quarter(p)","202","6860","6.1","390","1.6","Total, all industries","72133","PR"
Toa Alta Municipio,"2019","First Quarter(p)","347","3365","2.9","409","4.9","Total, all industries","72135","PR"
Toa Baja Municipio,"2019","First Quarter(p)","694","12749","3.5","452","-2.2","Total, all industries","72137","PR"
Trujillo Alto Municipio,"2019","First Quarter(p)","550","10034","10.8","353","0.6","Total, all industries","72139","PR"
Utuado Municipio,"2019","First Quarter(p)","272","3609","-0.9","408","-4.9","Total, all industries","72141","PR"
Vega Alta Municipio,"2019","First Quarter(p)","313","4420","4.8","431","0.9","Total, all industries","72143","PR"
Vega Baja Municipio,"2019","First Quarter(p)","457","7795","5.0","550","-3.3","Total, all industries","72145","PR"
Vieques Municipio,"2019","First Quarter(p)","115","1495","18.7","471","5.6","Total, all industries","72147","PR"
Villalba Municipio,"2019","First Quarter(p)","149","3246","0.0","455","-9.5","Total, all industries","72149","PR"
Yabucoa Municipio,"2019","First Quarter(p)","203","2653","5.6","387","-3.0","Total, all industries","72151","PR"
Yauco Municipio,"2019","First Quarter(p)","427","5941","2.9","389","-0.3","Total, all industries","72153","PR"
 
