"Source","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages"
"Period","First Quarter(p)"
"Industry","Total, all industries"
"Area Name","Year","Quarter","No Of Establishments","Employment","One-Year Employment Gain/Loss (Percent)","Average Weekly Wages","On-Year Weekly Wages Gain/Loss (Percent)","Industry","FIPS","USPS"
Liberty County,"2019","First Quarter(p)","90","502","-3.6","638","7.2","Total, all industries","30051","MT"
Lincoln County,"2019","First Quarter(p)","688","5362","1.9","650","1.4","Total, all industries","30053","MT"
McCone County,"2019","First Quarter(p)","73","468","-10.3","770","10.0","Total, all industries","30055","MT"
Madison County,"2019","First Quarter(p)","477","5023","6.6","694","-9.8","Total, all industries","30057","MT"
Meagher County,"2019","First Quarter(p)","111","638","-2.9","554","6.9","Total, all industries","30059","MT"
Mineral County,"2019","First Quarter(p)","151","1103","6.1","585","0.9","Total, all industries","30061","MT"
Missoula County,"2019","First Quarter(p)","5217","59915","0.8","800","1.8","Total, all industries","30063","MT"
Musselshell County,"2019","First Quarter(p)","145","1205","-2.7","984","11.3","Total, all industries","30065","MT"
Park County,"2019","First Quarter(p)","984","5781","1.2","713","6.6","Total, all industries","30067","MT"
Petroleum County,"2019","First Quarter(p)","19","81","-17.3","516","9.3","Total, all industries","30069","MT"
Phillips County,"2019","First Quarter(p)","180","1227","2.0","647","2.2","Total, all industries","30071","MT"
Pondera County,"2019","First Quarter(p)","225","1605","-0.3","647","2.4","Total, all industries","30073","MT"
Powder River County,"2019","First Quarter(p)","88","464","-4.1","566","1.4","Total, all industries","30075","MT"
Powell County,"2019","First Quarter(p)","226","2302","3.0","789","-1.3","Total, all industries","30077","MT"
Prairie County,"2019","First Quarter(p)","50","279","-1.1","742","-0.4","Total, all industries","30079","MT"
Ravalli County,"2019","First Quarter(p)","1787","11665","-0.1","692","1.9","Total, all industries","30081","MT"
Richland County,"2019","First Quarter(p)","603","5282","-0.3","1075","4.0","Total, all industries","30083","MT"
Roosevelt County,"2019","First Quarter(p)","269","3532","0.8","754","2.9","Total, all industries","30085","MT"
Rosebud County,"2019","First Quarter(p)","243","3684","-2.3","1022","6.7","Total, all industries","30087","MT"
Sanders County,"2019","First Quarter(p)","428","2735","0.0","617","2.5","Total, all industries","30089","MT"
Sheridan County,"2019","First Quarter(p)","210","1284","-0.2","732","2.4","Total, all industries","30091","MT"
Silver Bow County,"2019","First Quarter(p)","1288","15354","-1.9","842","2.7","Total, all industries","30093","MT"
Stillwater County,"2019","First Quarter(p)","319","3281","4.2","1257","3.8","Total, all industries","30095","MT"
Sweet Grass County,"2019","First Quarter(p)","224","1439","-0.1","999","6.4","Total, all industries","30097","MT"
Teton County,"2019","First Quarter(p)","265","1618","2.0","644","1.3","Total, all industries","30099","MT"
Toole County,"2019","First Quarter(p)","224","1823","-0.5","835","4.2","Total, all industries","30101","MT"
Treasure County,"2019","First Quarter(p)","34","195","2.1","683","-1.2","Total, all industries","30103","MT"
Valley County,"2019","First Quarter(p)","338","2877","-1.9","754","3.9","Total, all industries","30105","MT"
Wheatland County,"2019","First Quarter(p)","95","601","-1.6","691","-13.9","Total, all industries","30107","MT"
Wibaux County,"2019","First Quarter(p)","39","245","-4.3","620","-1.3","Total, all industries","30109","MT"
Yellowstone County,"2019","First Quarter(p)","6518","80460","0.5","951","4.3","Total, all industries","30111","MT"
 
