"Source","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages"
"Period","First Quarter(p)"
"Industry","Total, all industries"
"Area Name","Year","Quarter","No Of Establishments","Employment","One-Year Employment Gain/Loss (Percent)","Average Weekly Wages","On-Year Weekly Wages Gain/Loss (Percent)","Industry","FIPS","USPS"
Dakota County,"2019","First Quarter(p)","514","12460","-1.5","907","3.1","Total, all industries","31043","NE"
Dawes County,"2019","First Quarter(p)","333","2967","-6.8","638","0.5","Total, all industries","31045","NE"
Dawson County,"2019","First Quarter(p)","839","11276","-0.3","730","-0.8","Total, all industries","31047","NE"
Deuel County,"2019","First Quarter(p)","82","490","-2.8","629","5.2","Total, all industries","31049","NE"
Dixon County,"2019","First Quarter(p)","147","1686","1.4","733","3.8","Total, all industries","31051","NE"
Dodge County,"2019","First Quarter(p)","1197","17087","-0.8","758","1.7","Total, all industries","31053","NE"
Douglas County,"2019","First Quarter(p)","18979","336937","0.3","1057","2.3","Total, all industries","31055","NE"
Dundy County,"2019","First Quarter(p)","92","556","-0.7","751","7.0","Total, all industries","31057","NE"
Fillmore County,"2019","First Quarter(p)","295","2112","-0.9","797","5.4","Total, all industries","31059","NE"
Franklin County,"2019","First Quarter(p)","121","723","-0.6","557","2.8","Total, all industries","31061","NE"
Frontier County,"2019","First Quarter(p)","93","868","10.0","619","-1.9","Total, all industries","31063","NE"
Furnas County,"2019","First Quarter(p)","238","1884","-2.6","702","7.7","Total, all industries","31065","NE"
Gage County,"2019","First Quarter(p)","790","8828","-1.9","735","3.7","Total, all industries","31067","NE"
Garden County,"2019","First Quarter(p)","85","493","-12.4","629","-3.1","Total, all industries","31069","NE"
Garfield County,"2019","First Quarter(p)","126","771","-8.5","569","6.6","Total, all industries","31071","NE"
Gosper County,"2019","First Quarter(p)","73","396","7.0","731","10.1","Total, all industries","31073","NE"
Grant County,"2019","First Quarter(p)","58","304","4.8","590","3.9","Total, all industries","31075","NE"
Greeley County,"2019","First Quarter(p)","121","616","2.8","598","2.4","Total, all industries","31077","NE"
Hall County,"2019","First Quarter(p)","2133","34449","-0.5","767","3.6","Total, all industries","31079","NE"
Hamilton County,"2019","First Quarter(p)","369","3506","-2.7","840","2.9","Total, all industries","31081","NE"
Harlan County,"2019","First Quarter(p)","145","830","-0.8","607","0.0","Total, all industries","31083","NE"
Hayes County,"2019","First Quarter(p)","37","190","-3.1","663","6.9","Total, all industries","31085","NE"
Hitchcock County,"2019","First Quarter(p)","102","647","1.3","667","-1.5","Total, all industries","31087","NE"
Holt County,"2019","First Quarter(p)","554","4419","0.9","677","-0.7","Total, all industries","31089","NE"
Hooker County,"2019","First Quarter(p)","38","311","21.5","487","-1.6","Total, all industries","31091","NE"
Howard County,"2019","First Quarter(p)","229","1525","-4.9","639","2.1","Total, all industries","31093","NE"
Jefferson County,"2019","First Quarter(p)","283","3254","-0.9","729","8.8","Total, all industries","31095","NE"
Johnson County,"2019","First Quarter(p)","153","1539","0.0","754","1.1","Total, all industries","31097","NE"
Kearney County,"2019","First Quarter(p)","216","2174","0.8","741","-3.6","Total, all industries","31099","NE"
Keith County,"2019","First Quarter(p)","409","3162","-1.6","692","4.8","Total, all industries","31101","NE"
Keya Paha County,"2019","First Quarter(p)","31","142","0.7","554","10.1","Total, all industries","31103","NE"
Kimball County,"2019","First Quarter(p)","156","1430","0.4","722","2.4","Total, all industries","31105","NE"
Knox County,"2019","First Quarter(p)","336","2818","-0.9","654","3.8","Total, all industries","31107","NE"
Lancaster County,"2019","First Quarter(p)","10231","169706","0.1","894","1.9","Total, all industries","31109","NE"
Lincoln County,"2019","First Quarter(p)","1274","14069","-2.0","773","0.1","Total, all industries","31111","NE"
Logan County,"2019","First Quarter(p)","41","193","-3.0","576","5.1","Total, all industries","31113","NE"
Loup County,"2019","First Quarter(p)","20","119","4.4","470","-2.7","Total, all industries","31115","NE"
McPherson County,"2019","First Quarter(p)","11","71","0.0","678","10.2","Total, all industries","31117","NE"
Madison County,"2019","First Quarter(p)","1491","21652","2.3","783","1.7","Total, all industries","31119","NE"
Merrick County,"2019","First Quarter(p)","287","2265","-0.8","769","3.6","Total, all industries","31121","NE"
Morrill County,"2019","First Quarter(p)","196","1493","-2.2","740","7.2","Total, all industries","31123","NE"
Nance County,"2019","First Quarter(p)","135","1002","-10.5","697","12.6","Total, all industries","31125","NE"
Nemaha County,"2019","First Quarter(p)","238","3033","-1.4","978","0.2","Total, all industries","31127","NE"
Nuckolls County,"2019","First Quarter(p)","195","1483","2.6","600","-1.0","Total, all industries","31129","NE"
Otoe County,"2019","First Quarter(p)","551","6167","3.4","758","3.6","Total, all industries","31131","NE"
Pawnee County,"2019","First Quarter(p)","100","727","-3.5","651","-2.1","Total, all industries","31133","NE"
Perkins County,"2019","First Quarter(p)","161","1134","0.5","732","0.0","Total, all industries","31135","NE"
Phelps County,"2019","First Quarter(p)","437","4706","1.3","810","3.2","Total, all industries","31137","NE"
Pierce County,"2019","First Quarter(p)","245","1866","-3.3","652","1.7","Total, all industries","31139","NE"
Platte County,"2019","First Quarter(p)","1169","18787","-0.2","824","1.4","Total, all industries","31141","NE"
Polk County,"2019","First Quarter(p)","186","1425","-3.2","689","2.1","Total, all industries","31143","NE"
Red Willow County,"2019","First Quarter(p)","479","4938","-1.3","712","0.4","Total, all industries","31145","NE"
Richardson County,"2019","First Quarter(p)","332","2447","-1.8","627","0.8","Total, all industries","31147","NE"
Rock County,"2019","First Quarter(p)","62","429","-8.1","750","11.6","Total, all industries","31149","NE"
Saline County,"2019","First Quarter(p)","393","6999","-2.3","837","1.7","Total, all industries","31151","NE"
Sarpy County,"2019","First Quarter(p)","4116","71930","2.8","948","4.2","Total, all industries","31153","NE"
Saunders County,"2019","First Quarter(p)","619","5251","1.4","705","2.9","Total, all industries","31155","NE"
Scotts Bluff County,"2019","First Quarter(p)","1463","15871","-3.6","728","0.7","Total, all industries","31157","NE"
Seward County,"2019","First Quarter(p)","520","5927","-2.3","796","0.0","Total, all industries","31159","NE"
Sheridan County,"2019","First Quarter(p)","258","1668","-2.5","597","8.2","Total, all industries","31161","NE"
Sherman County,"2019","First Quarter(p)","119","777","-0.8","552","-0.2","Total, all industries","31163","NE"
Sioux County,"2019","First Quarter(p)","27","141","-0.7","656","2.5","Total, all industries","31165","NE"
Stanton County,"2019","First Quarter(p)","109","1313","-0.3","1392","4.9","Total, all industries","31167","NE"
Thayer County,"2019","First Quarter(p)","257","2314","-3.3","723","1.1","Total, all industries","31169","NE"
Thomas County,"2019","First Quarter(p)","38","240","-7.3","812","16.0","Total, all industries","31171","NE"
Thurston County,"2019","First Quarter(p)","179","2961","2.1","805","5.8","Total, all industries","31173","NE"
Valley County,"2019","First Quarter(p)","247","1768","0.2","662","-0.2","Total, all industries","31175","NE"
Washington County,"2019","First Quarter(p)","664","7518","-2.6","952","-3.4","Total, all industries","31177","NE"
Wayne County,"2019","First Quarter(p)","274","4201","0.6","685","1.8","Total, all industries","31179","NE"
Webster County,"2019","First Quarter(p)","130","1038","0.9","619","3.5","Total, all industries","31181","NE"
Wheeler County,"2019","First Quarter(p)","40","306","-5.0","626","0.3","Total, all industries","31183","NE"
York County,"2019","First Quarter(p)","616","7281","-1.3","759","1.6","Total, all industries","31185","NE"
 
