"Source","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages"
"Period","First Quarter(p)"
"Industry","Total, all industries"
"Area Name","Year","Quarter","No Of Establishments","Employment","One-Year Employment Gain/Loss (Percent)","Average Weekly Wages","On-Year Weekly Wages Gain/Loss (Percent)","Industry","FIPS","USPS"
Turner County,"2019","First Quarter(p)","177","1917","-3.4","647","5.9","Total, all industries","13287","GA"
Twiggs County,"2019","First Quarter(p)","103","2928","36.6","666","-3.5","Total, all industries","13289","GA"
Union County,"2019","First Quarter(p)","573","6888","1.7","735","2.2","Total, all industries","13291","GA"
Upson County,"2019","First Quarter(p)","450","6695","1.6","711","1.3","Total, all industries","13293","GA"
Walker County,"2019","First Quarter(p)","725","13258","0.5","663","0.8","Total, all industries","13295","GA"
Walton County,"2019","First Quarter(p)","1742","23049","-1.3","850","4.2","Total, all industries","13297","GA"
Ware County,"2019","First Quarter(p)","896","15754","1.8","676","0.1","Total, all industries","13299","GA"
Warren County,"2019","First Quarter(p)","96","1599","6.7","874","5.8","Total, all industries","13301","GA"
Washington County,"2019","First Quarter(p)","386","6475","-1.2","735","-3.3","Total, all industries","13303","GA"
Wayne County,"2019","First Quarter(p)","575","8322","6.3","826","3.0","Total, all industries","13305","GA"
Webster County,"2019","First Quarter(p)","38","500","4.8","849","-2.6","Total, all industries","13307","GA"
Wheeler County,"2019","First Quarter(p)","70","1083","-3.3","654","4.5","Total, all industries","13309","GA"
White County,"2019","First Quarter(p)","669","8935","2.2","592","-2.5","Total, all industries","13311","GA"
Whitfield County,"2019","First Quarter(p)","2293","55873","0.4","871","1.6","Total, all industries","13313","GA"
Wilcox County,"2019","First Quarter(p)","109","1146","12.6","555","-8.7","Total, all industries","13315","GA"
Wilkes County,"2019","First Quarter(p)","237","2890","-0.7","662","5.4","Total, all industries","13317","GA"
Wilkinson County,"2019","First Quarter(p)","164","3740","6.2","788","-0.5","Total, all industries","13319","GA"
Worth County,"2019","First Quarter(p)","296","3166","-2.5","658","4.4","Total, all industries","13321","GA"
 
