"Source","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages"
"Period","First Quarter(p)"
"Industry","Total, all industries"
"Area Name","Year","Quarter","No Of Establishments","Employment","One-Year Employment Gain/Loss (Percent)","Average Weekly Wages","On-Year Weekly Wages Gain/Loss (Percent)","Industry","FIPS","USPS"
Frederick County,"2019","First Quarter(p)","2006","32496","3.5","950","3.8","Total, all industries","51069","VA"
Giles County,"2019","First Quarter(p)","396","4580","2.1","807","1.5","Total, all industries","51071","VA"
Gloucester County,"2019","First Quarter(p)","1027","9361","-1.1","662","2.8","Total, all industries","51073","VA"
Goochland County,"2019","First Quarter(p)","842","16841","5.9","2408","-2.3","Total, all industries","51075","VA"
Grayson County,"2019","First Quarter(p)","429","3172","10.9","549","-3.0","Total, all industries","51077","VA"
Greene County,"2019","First Quarter(p)","523","3730","0.3","668","3.1","Total, all industries","51079","VA"
Greensville County,"2019","First Quarter(p)","241","4327","-3.4","841","5.3","Total, all industries","51081","VA"
Halifax County,"2019","First Quarter(p)","1081","12172","3.2","703","-2.9","Total, all industries","51083","VA"
Hanover County,"2019","First Quarter(p)","3899","53153","2.9","821","0.1","Total, all industries","51085","VA"
Henrico County,"2019","First Quarter(p)","12039","191476","0.8","1133","1.8","Total, all industries","51087","VA"
Henry County,"2019","First Quarter(p)","1749","16033","1.1","640","1.1","Total, all industries","51089","VA"
Highland County,"2019","First Quarter(p)","111","467","0.6","576","-6.3","Total, all industries","51091","VA"
Isle of Wight County,"2019","First Quarter(p)","851","11037","2.6","955","-22.4","Total, all industries","51093","VA"
James City County,"2019","First Quarter(p)","2010","29512","1.1","781","2.6","Total, all industries","51095","VA"
King and Queen County,"2019","First Quarter(p)","183","1069","-2.1","724","1.0","Total, all industries","51097","VA"
King George County,"2019","First Quarter(p)","646","11864","4.0","1441","2.2","Total, all industries","51099","VA"
King William County,"2019","First Quarter(p)","448","4028","1.2","851","0.2","Total, all industries","51101","VA"
Lancaster County,"2019","First Quarter(p)","495","4459","1.0","686","-0.6","Total, all industries","51103","VA"
Lee County,"2019","First Quarter(p)","589","4161","-2.2","626","0.5","Total, all industries","51105","VA"
Loudoun County,"2019","First Quarter(p)","12890","171668","3.7","1331","3.5","Total, all industries","51107","VA"
Louisa County,"2019","First Quarter(p)","1006","9815","-4.3","1013","0.2","Total, all industries","51109","VA"
Lunenburg County,"2019","First Quarter(p)","327","2477","-3.3","697","12.4","Total, all industries","51111","VA"
Madison County,"2019","First Quarter(p)","364","2958","0.1","706","1.9","Total, all industries","51113","VA"
Mathews County,"2019","First Quarter(p)","230","1577","3.8","537","3.9","Total, all industries","51115","VA"
Mecklenburg County,"2019","First Quarter(p)","1147","11521","-0.3","660","1.4","Total, all industries","51117","VA"
Middlesex County,"2019","First Quarter(p)","392","3192","-1.1","684","-17.5","Total, all industries","51119","VA"
Montgomery County,"2019","First Quarter(p)","2384","42751","0.5","854","-3.7","Total, all industries","51121","VA"
Nelson County,"2019","First Quarter(p)","578","4230","3.5","644","2.4","Total, all industries","51125","VA"
New Kent County,"2019","First Quarter(p)","499","4136","1.1","759","9.4","Total, all industries","51127","VA"
Northampton County,"2019","First Quarter(p)","616","3986","0.3","588","2.4","Total, all industries","51131","VA"
Northumberland County,"2019","First Quarter(p)","376","2399","5.0","797","6.0","Total, all industries","51133","VA"
Nottoway County,"2019","First Quarter(p)","456","5807","0.1","689","7.3","Total, all industries","51135","VA"
Orange County,"2019","First Quarter(p)","953","9971","1.9","742","6.3","Total, all industries","51137","VA"
Page County,"2019","First Quarter(p)","612","5268","-3.5","633","2.4","Total, all industries","51139","VA"
Patrick County,"2019","First Quarter(p)","569","4507","0.1","546","0.6","Total, all industries","51141","VA"
Pittsylvania County,"2019","First Quarter(p)","1436","12280","-2.2","689","4.7","Total, all industries","51143","VA"
Powhatan County,"2019","First Quarter(p)","842","7251","4.5","748","4.3","Total, all industries","51145","VA"
Prince Edward County,"2019","First Quarter(p)","728","9370","2.0","695","1.6","Total, all industries","51147","VA"
Prince George County,"2019","First Quarter(p)","648","15133","1.4","1021","3.0","Total, all industries","51149","VA"
Prince William County,"2019","First Quarter(p)","9643","130941","2.1","938","0.2","Total, all industries","51153","VA"
Pulaski County,"2019","First Quarter(p)","861","14412","2.7","826","5.8","Total, all industries","51155","VA"
Rappahannock County,"2019","First Quarter(p)","285","1394","3.3","726","1.4","Total, all industries","51157","VA"
Richmond County,"2019","First Quarter(p)","221","2871","-1.3","725","2.5","Total, all industries","51159","VA"
Roanoke County,"2019","First Quarter(p)","2585","39138","1.7","829","4.0","Total, all industries","51161","VA"
Rockbridge County,"2019","First Quarter(p)","513","6270","4.2","628","3.1","Total, all industries","51163","VA"
Rockingham County,"2019","First Quarter(p)","1889","33614","3.0","834","1.0","Total, all industries","51165","VA"
Russell County,"2019","First Quarter(p)","637","6656","-1.3","782","-1.6","Total, all industries","51167","VA"
Scott County,"2019","First Quarter(p)","454","5016","8.1","609","-2.6","Total, all industries","51169","VA"
Shenandoah County,"2019","First Quarter(p)","1234","14151","0.0","777","5.4","Total, all industries","51171","VA"
Smyth County,"2019","First Quarter(p)","941","11884","-0.9","673","2.0","Total, all industries","51173","VA"
Southampton County,"2019","First Quarter(p)","356","3684","2.7","694","2.7","Total, all industries","51175","VA"
Spotsylvania County,"2019","First Quarter(p)","3232","35422","-2.0","770","2.7","Total, all industries","51177","VA"
Stafford County,"2019","First Quarter(p)","2870","44318","1.7","1024","0.3","Total, all industries","51179","VA"
Surry County,"2019","First Quarter(p)","125","2164","-9.0","1757","-1.5","Total, all industries","51181","VA"
Sussex County,"2019","First Quarter(p)","289","3568","0.0","760","3.3","Total, all industries","51183","VA"
Tazewell County,"2019","First Quarter(p)","1124","14635","-1.2","692","0.7","Total, all industries","51185","VA"
Warren County,"2019","First Quarter(p)","1115","12543","0.9","756","0.1","Total, all industries","51187","VA"
Washington County,"2019","First Quarter(p)","1564","19997","-3.2","690","0.1","Total, all industries","51191","VA"
Westmoreland County,"2019","First Quarter(p)","421","3307","-3.2","607","2.5","Total, all industries","51193","VA"
Wise County,"2019","First Quarter(p)","952","11907","1.8","653","0.0","Total, all industries","51195","VA"
Wythe County,"2019","First Quarter(p)","923","11173","-2.0","679","4.0","Total, all industries","51197","VA"
York County,"2019","First Quarter(p)","1611","21132","-1.5","743","2.9","Total, all industries","51199","VA"
Alexandria City,"2019","First Quarter(p)","6369","90550","-0.6","1508","0.9","Total, all industries","51510","VA"
Bristol City,"2019","First Quarter(p)","627","8907","-2.4","674","-1.6","Total, all industries","51520","VA"
Buena Vista City,"2019","First Quarter(p)","142","2552","-1.1","650","4.3","Total, all industries","51530","VA"
Charlottesville City,"2019","First Quarter(p)","2551","40014","-0.3","1123","-2.7","Total, all industries","51540","VA"
Chesapeake City,"2019","First Quarter(p)","6315","101344","0.2","864","2.0","Total, all industries","51550","VA"
Colonial Heights City,"2019","First Quarter(p)","756","10669","-0.2","610","0.7","Total, all industries","51570","VA"
Covington City,"2019","First Quarter(p)","279","3978","-4.3","1003","0.4","Total, all industries","51580","VA"
Danville City,"2019","First Quarter(p)","1877","25050","-3.6","735","2.5","Total, all industries","51590","VA"
Emporia City,"2019","First Quarter(p)","280","3293","-1.1","598","1.2","Total, all industries","51595","VA"
Fairfax City,"2019","First Quarter(p)","1723","19611","0.0","1106","0.9","Total, all industries","51600","VA"
Falls Church City,"2019","First Quarter(p)","1042","12210","-1.2","1321","2.2","Total, all industries","51610","VA"
Franklin City,"2019","First Quarter(p)","349","4269","-0.4","575","-0.9","Total, all industries","51620","VA"
Fredericksburg City,"2019","First Quarter(p)","1694","24354","-1.9","885","4.5","Total, all industries","51630","VA"
Galax City,"2019","First Quarter(p)","422","5790","0.0","598","-3.7","Total, all industries","51640","VA"
Hampton City,"2019","First Quarter(p)","2891","53611","-1.7","926","3.6","Total, all industries","51650","VA"
Harrisonburg City,"2019","First Quarter(p)","1712","31944","0.6","743","3.8","Total, all industries","51660","VA"
Hopewell City,"2019","First Quarter(p)","532","7759","-3.0","1087","-4.0","Total, all industries","51670","VA"
Lexington City,"2019","First Quarter(p)","302","4490","-2.0","806","3.5","Total, all industries","51678","VA"
Lynchburg City,"2019","First Quarter(p)","2761","52970","1.8","857","2.0","Total, all industries","51680","VA"
Manassas City,"2019","First Quarter(p)","1606","22789","2.4","1278","6.2","Total, all industries","51683","VA"
Manassas Park City,"2019","First Quarter(p)","325","3621","-0.7","902","-1.1","Total, all industries","51685","VA"
Martinsville City,"2019","First Quarter(p)","1077","9087","-0.6","631","-4.8","Total, all industries","51690","VA"
Newport News City,"2019","First Quarter(p)","3976","102914","1.9","1073","3.3","Total, all industries","51700","VA"
Norfolk City,"2019","First Quarter(p)","6176","140173","-2.1","1074","1.6","Total, all industries","51710","VA"
Norton City,"2019","First Quarter(p)","247","3388","-0.9","741","6.9","Total, all industries","51720","VA"
Petersburg City,"2019","First Quarter(p)","959","13012","-1.0","769","1.7","Total, all industries","51730","VA"
Poquoson City,"2019","First Quarter(p)","244","1779","-4.6","625","4.0","Total, all industries","51735","VA"
Portsmouth City,"2019","First Quarter(p)","1867","45257","2.4","1008","1.4","Total, all industries","51740","VA"
Radford City,"2019","First Quarter(p)","351","5981","-1.3","876","5.4","Total, all industries","51750","VA"
Richmond City,"2019","First Quarter(p)","8139","158666","2.3","1298","-0.7","Total, all industries","51760","VA"
Roanoke City,"2019","First Quarter(p)","3483","65681","-0.3","913","3.8","Total, all industries","51770","VA"
Salem City,"2019","First Quarter(p)","1071","19432","-2.9","970","2.2","Total, all industries","51775","VA"
Staunton City,"2019","First Quarter(p)","904","11242","0.2","717","1.4","Total, all industries","51790","VA"
Suffolk City,"2019","First Quarter(p)","1912","31643","1.0","922","2.8","Total, all industries","51800","VA"
Virginia Beach City,"2019","First Quarter(p)","12492","176436","0.4","834","2.1","Total, all industries","51810","VA"
Waynesboro City,"2019","First Quarter(p)","773","9315","-1.4","736","0.8","Total, all industries","51820","VA"
Williamsburg City,"2019","First Quarter(p)","538","12831","-0.7","807","0.2","Total, all industries","51830","VA"
Winchester City,"2019","First Quarter(p)","1540","25616","0.5","921","2.2","Total, all industries","51840","VA"
 
