"Source","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages"
"Period","First Quarter(p)"
"Industry","Total, all industries"
"Area Name","Year","Quarter","No Of Establishments","Employment","One-Year Employment Gain/Loss (Percent)","Average Weekly Wages","On-Year Weekly Wages Gain/Loss (Percent)","Industry","FIPS","USPS"
Caldwell County,"2019","First Quarter(p)","753","8843","-1.1","717","-3.6","Total, all industries","48055","TX"
Calhoun County,"2019","First Quarter(p)","638","12943","10.1","1312","1.5","Total, all industries","48057","TX"
Callahan County,"2019","First Quarter(p)","259","2596","0.7","783","7.6","Total, all industries","48059","TX"
Cameron County,"2019","First Quarter(p)","6588","140177","0.7","648","3.3","Total, all industries","48061","TX"
Camp County,"2019","First Quarter(p)","268","3760","-2.5","774","0.8","Total, all industries","48063","TX"
Carson County,"2019","First Quarter(p)","178","4902","4.0","1865","6.5","Total, all industries","48065","TX"
Cass County,"2019","First Quarter(p)","575","8046","5.3","709","4.3","Total, all industries","48067","TX"
Castro County,"2019","First Quarter(p)","291","2578","-0.3","690","0.1","Total, all industries","48069","TX"
Chambers County,"2019","First Quarter(p)","722","15917","3.3","1248","-7.4","Total, all industries","48071","TX"
Cherokee County,"2019","First Quarter(p)","860","14819","0.7","692","3.0","Total, all industries","48073","TX"
Childress County,"2019","First Quarter(p)","225","2500","-0.3","732","1.2","Total, all industries","48075","TX"
Clay County,"2019","First Quarter(p)","182","1463","6.5","692","-2.8","Total, all industries","48077","TX"
Cochran County,"2019","First Quarter(p)","114","688","9.0","799","1.3","Total, all industries","48079","TX"
Coke County,"2019","First Quarter(p)","103","683","-1.0","856","15.7","Total, all industries","48081","TX"
Coleman County,"2019","First Quarter(p)","245","1954","-4.6","610","5.9","Total, all industries","48083","TX"
Collin County,"2019","First Quarter(p)","26930","423110","2.9","1390","0.9","Total, all industries","48085","TX"
Collingsworth County,"2019","First Quarter(p)","122","811","-4.0","793","-0.8","Total, all industries","48087","TX"
Colorado County,"2019","First Quarter(p)","636","6863","2.3","816","-0.4","Total, all industries","48089","TX"
Comal County,"2019","First Quarter(p)","3954","57170","3.8","895","3.9","Total, all industries","48091","TX"
Comanche County,"2019","First Quarter(p)","352","3745","2.5","672","2.9","Total, all industries","48093","TX"
Concho County,"2019","First Quarter(p)","86","609","-2.7","728","-12.0","Total, all industries","48095","TX"
Cooke County,"2019","First Quarter(p)","1017","15164","6.4","941","7.7","Total, all industries","48097","TX"
Coryell County,"2019","First Quarter(p)","1157","15922","-1.1","829","2.7","Total, all industries","48099","TX"
Cottle County,"2019","First Quarter(p)","71","427","12.4","851","9.2","Total, all industries","48101","TX"
Crane County,"2019","First Quarter(p)","103","1087","-16.4","1104","-4.1","Total, all industries","48103","TX"
Crockett County,"2019","First Quarter(p)","203","1484","-1.3","860","8.6","Total, all industries","48105","TX"
Crosby County,"2019","First Quarter(p)","212","1268","-5.6","732","-0.5","Total, all industries","48107","TX"
Culberson County,"2019","First Quarter(p)","112","1148","4.4","992","2.0","Total, all industries","48109","TX"
Dallam County,"2019","First Quarter(p)","385","4431","-0.5","856","1.1","Total, all industries","48111","TX"
Dallas County,"2019","First Quarter(p)","78565","1708825","1.3","1464","2.7","Total, all industries","48113","TX"
Dawson County,"2019","First Quarter(p)","527","4365","3.9","798","1.3","Total, all industries","48115","TX"
Deaf Smith County,"2019","First Quarter(p)","506","7646","0.3","827","0.6","Total, all industries","48117","TX"
Delta County,"2019","First Quarter(p)","101","1045","-0.2","498","7.3","Total, all industries","48119","TX"
Denton County,"2019","First Quarter(p)","15993","251369","3.6","1006","2.3","Total, all industries","48121","TX"
DeWitt County,"2019","First Quarter(p)","614","7887","1.6","929","4.5","Total, all industries","48123","TX"
Dickens County,"2019","First Quarter(p)","62","429","-1.4","632","2.6","Total, all industries","48125","TX"
Dimmit County,"2019","First Quarter(p)","340","6924","8.6","1225","11.8","Total, all industries","48127","TX"
Donley County,"2019","First Quarter(p)","127","895","-4.1","581","-5.2","Total, all industries","48129","TX"
Duval County,"2019","First Quarter(p)","202","3572","0.1","747","1.4","Total, all industries","48131","TX"
Eastland County,"2019","First Quarter(p)","519","8091","1.7","992","0.1","Total, all industries","48133","TX"
Ector County,"2019","First Quarter(p)","4173","81418","6.7","1242","6.6","Total, all industries","48135","TX"
Edwards County,"2019","First Quarter(p)","75","455","14.6","699","13.5","Total, all industries","48137","TX"
Ellis County,"2019","First Quarter(p)","3169","52041","1.7","866","1.4","Total, all industries","48139","TX"
El Paso County,"2019","First Quarter(p)","15553","310059","1.9","759","2.0","Total, all industries","48141","TX"
Erath County,"2019","First Quarter(p)","1157","17624","2.0","690","2.5","Total, all industries","48143","TX"
Falls County,"2019","First Quarter(p)","287","3182","0.1","714","3.2","Total, all industries","48145","TX"
Fannin County,"2019","First Quarter(p)","577","8273","10.0","767","0.1","Total, all industries","48147","TX"
Fayette County,"2019","First Quarter(p)","842","9338","0.2","795","4.1","Total, all industries","48149","TX"
Fisher County,"2019","First Quarter(p)","132","817","-2.4","803","0.8","Total, all industries","48151","TX"
Floyd County,"2019","First Quarter(p)","264","1483","-4.0","689","-7.1","Total, all industries","48153","TX"
Foard County,"2019","First Quarter(p)","64","373","2.8","591","10.9","Total, all industries","48155","TX"
Fort Bend County,"2019","First Quarter(p)","14293","194124","4.4","1046","-0.2","Total, all industries","48157","TX"
Franklin County,"2019","First Quarter(p)","233","3145","2.5","849","7.7","Total, all industries","48159","TX"
Freestone County,"2019","First Quarter(p)","415","4595","-5.0","830","-10.2","Total, all industries","48161","TX"
Frio County,"2019","First Quarter(p)","425","7741","8.5","1020","-0.8","Total, all industries","48163","TX"
Gaines County,"2019","First Quarter(p)","640","6551","4.8","1174","6.6","Total, all industries","48165","TX"
Galveston County,"2019","First Quarter(p)","6314","110214","1.0","995","-1.9","Total, all industries","48167","TX"
Garza County,"2019","First Quarter(p)","191","1870","2.0","793","13.8","Total, all industries","48169","TX"
Gillespie County,"2019","First Quarter(p)","1109","10895","1.9","734","4.7","Total, all industries","48171","TX"
Glasscock County,"2019","First Quarter(p)","119","571","-11.5","1126","0.0","Total, all industries","48173","TX"
Goliad County,"2019","First Quarter(p)","162","1333","4.5","896","27.6","Total, all industries","48175","TX"
Gonzales County,"2019","First Quarter(p)","555","7339","2.1","837","3.2","Total, all industries","48177","TX"
Gray County,"2019","First Quarter(p)","606","7620","-1.1","1026","1.8","Total, all industries","48179","TX"
Grayson County,"2019","First Quarter(p)","3111","47196","2.7","858","2.4","Total, all industries","48181","TX"
Gregg County,"2019","First Quarter(p)","4259","76166","2.4","919","1.5","Total, all industries","48183","TX"
Grimes County,"2019","First Quarter(p)","505","7396","3.2","1032","4.7","Total, all industries","48185","TX"
Guadalupe County,"2019","First Quarter(p)","2236","41208","0.0","875","3.1","Total, all industries","48187","TX"
Hale County,"2019","First Quarter(p)","886","11657","-1.8","736","-0.7","Total, all industries","48189","TX"
Hall County,"2019","First Quarter(p)","126","789","0.3","554","1.8","Total, all industries","48191","TX"
Hamilton County,"2019","First Quarter(p)","273","2622","5.2","731","5.5","Total, all industries","48193","TX"
Hansford County,"2019","First Quarter(p)","231","2206","-1.5","1220","-6.9","Total, all industries","48195","TX"
Hardeman County,"2019","First Quarter(p)","129","1253","1.5","712","1.6","Total, all industries","48197","TX"
Hardin County,"2019","First Quarter(p)","912","13031","1.7","834","0.6","Total, all industries","48199","TX"
Harris County,"2019","First Quarter(p)","117355","2333457","1.8","1551","3.8","Total, all industries","48201","TX"
Harrison County,"2019","First Quarter(p)","1395","22950","-2.5","993","3.2","Total, all industries","48203","TX"
Hartley County,"2019","First Quarter(p)","165","2525","0.8","771","0.1","Total, all industries","48205","TX"
Haskell County,"2019","First Quarter(p)","223","1430","-8.9","612","-13.7","Total, all industries","48207","TX"
Hays County,"2019","First Quarter(p)","4550","73256","5.0","783","3.0","Total, all industries","48209","TX"
Hemphill County,"2019","First Quarter(p)","208","1856","-22.2","1293","7.5","Total, all industries","48211","TX"
Henderson County,"2019","First Quarter(p)","1519","17328","0.1","719","1.8","Total, all industries","48213","TX"
Hidalgo County,"2019","First Quarter(p)","12667","265961","1.6","662","1.1","Total, all industries","48215","TX"
Hill County,"2019","First Quarter(p)","782","9851","-1.3","791","2.9","Total, all industries","48217","TX"
Hockley County,"2019","First Quarter(p)","654","9904","-1.1","1173","12.7","Total, all industries","48219","TX"
Hood County,"2019","First Quarter(p)","1490","17032","6.3","864","5.1","Total, all industries","48221","TX"
Hopkins County,"2019","First Quarter(p)","875","12880","1.4","750","-1.4","Total, all industries","48223","TX"
Houston County,"2019","First Quarter(p)","901","6846","0.6","1109","7.5","Total, all industries","48225","TX"
Howard County,"2019","First Quarter(p)","941","13516","2.7","1000","-0.3","Total, all industries","48227","TX"
Hudspeth County,"2019","First Quarter(p)","96","1520","16.4","1076","-0.2","Total, all industries","48229","TX"
Hunt County,"2019","First Quarter(p)","1541","28381","-4.8","960","-8.7","Total, all industries","48231","TX"
Hutchinson County,"2019","First Quarter(p)","479","7883","-6.5","1333","3.9","Total, all industries","48233","TX"
Irion County,"2019","First Quarter(p)","82","931","25.0","1262","-14.4","Total, all industries","48235","TX"
Jack County,"2019","First Quarter(p)","245","2579","-26.5","938","-17.6","Total, all industries","48237","TX"
Jackson County,"2019","First Quarter(p)","446","5878","2.5","874","3.4","Total, all industries","48239","TX"
Jasper County,"2019","First Quarter(p)","650","9552","-4.7","798","1.9","Total, all industries","48241","TX"
Jeff Davis County,"2019","First Quarter(p)","84","935","1.2","634","-2.9","Total, all industries","48243","TX"
Jefferson County,"2019","First Quarter(p)","5915","123512","0.8","1180","1.3","Total, all industries","48245","TX"
Jim Hogg County,"2019","First Quarter(p)","138","1686","3.8","774","-0.1","Total, all industries","48247","TX"
Jim Wells County,"2019","First Quarter(p)","889","16742","1.8","960","8.7","Total, all industries","48249","TX"
Johnson County,"2019","First Quarter(p)","3315","47507","1.9","865","1.8","Total, all industries","48251","TX"
Jones County,"2019","First Quarter(p)","335","2980","-0.8","750","2.9","Total, all industries","48253","TX"
Karnes County,"2019","First Quarter(p)","404","6569","8.3","1276","14.4","Total, all industries","48255","TX"
Kaufman County,"2019","First Quarter(p)","2122","31826","1.9","839","5.3","Total, all industries","48257","TX"
Kendall County,"2019","First Quarter(p)","1575","17212","8.9","950","1.6","Total, all industries","48259","TX"
Kenedy County,"2019","First Quarter(p)","30","577","3.4","1274","8.7","Total, all industries","48261","TX"
Kent County,"2019","First Quarter(p)","37","272","7.1","768","1.6","Total, all industries","48263","TX"
Kerr County,"2019","First Quarter(p)","1547","18441","4.1","797","2.2","Total, all industries","48265","TX"
Kimble County,"2019","First Quarter(p)","177","1234","-4.3","590","2.1","Total, all industries","48267","TX"
King County,"2019","First Quarter(p)","23","121","12.0","807","-1.3","Total, all industries","48269","TX"
Kinney County,"2019","First Quarter(p)","82","1030","3.8","857","-2.4","Total, all industries","48271","TX"
Kleberg County,"2019","First Quarter(p)","630","12126","1.2","782","7.9","Total, all industries","48273","TX"
Knox County,"2019","First Quarter(p)","153","1045","-4.4","819","4.9","Total, all industries","48275","TX"
Lamar County,"2019","First Quarter(p)","1245","21856","0.9","828","4.9","Total, all industries","48277","TX"
Lamb County,"2019","First Quarter(p)","445","4013","1.3","815","4.4","Total, all industries","48279","TX"
Lampasas County,"2019","First Quarter(p)","447","4617","4.6","675","4.2","Total, all industries","48281","TX"
La Salle County,"2019","First Quarter(p)","198","3570","-2.0","1618","32.2","Total, all industries","48283","TX"
Lavaca County,"2019","First Quarter(p)","504","5500","-1.1","816","14.1","Total, all industries","48285","TX"
Lee County,"2019","First Quarter(p)","429","8119","12.2","996","6.0","Total, all industries","48287","TX"
Leon County,"2019","First Quarter(p)","439","4979","5.8","1105","13.2","Total, all industries","48289","TX"
Liberty County,"2019","First Quarter(p)","1206","18624","3.0","901","0.4","Total, all industries","48291","TX"
Limestone County,"2019","First Quarter(p)","405","8065","3.2","904","5.4","Total, all industries","48293","TX"
Lipscomb County,"2019","First Quarter(p)","111","1342","1.1","791","-2.2","Total, all industries","48295","TX"
Live Oak County,"2019","First Quarter(p)","320","4084","7.1","1246","14.9","Total, all industries","48297","TX"
Llano County,"2019","First Quarter(p)","552","4636","1.0","716","4.2","Total, all industries","48299","TX"
Loving County,"2019","First Quarter(p)","20","193","38.8","1236","11.2","Total, all industries","48301","TX"
Lubbock County,"2019","First Quarter(p)","7723","140210","1.2","839","1.1","Total, all industries","48303","TX"
Lynn County,"2019","First Quarter(p)","228","1472","-6.5","940","5.9","Total, all industries","48305","TX"
McCulloch County,"2019","First Quarter(p)","281","2826","-3.5","805","0.8","Total, all industries","48307","TX"
McLennan County,"2019","First Quarter(p)","5394","113173","0.7","889","-0.4","Total, all industries","48309","TX"
McMullen County,"2019","First Quarter(p)","83","531","5.1","1029","0.6","Total, all industries","48311","TX"
Madison County,"2019","First Quarter(p)","302","4431","0.5","744","3.6","Total, all industries","48313","TX"
Marion County,"2019","First Quarter(p)","162","1961","-0.8","702","4.2","Total, all industries","48315","TX"
Martin County,"2019","First Quarter(p)","227","2537","12.6","1058","4.1","Total, all industries","48317","TX"
Mason County,"2019","First Quarter(p)","167","1061","-0.5","640","-1.4","Total, all industries","48319","TX"
Matagorda County,"2019","First Quarter(p)","858","10762","-3.1","1191","0.7","Total, all industries","48321","TX"
Maverick County,"2019","First Quarter(p)","868","18233","2.2","642","0.3","Total, all industries","48323","TX"
Medina County,"2019","First Quarter(p)","862","10052","2.8","716","0.8","Total, all industries","48325","TX"
Menard County,"2019","First Quarter(p)","81","417","4.3","541","-6.6","Total, all industries","48327","TX"
Midland County,"2019","First Quarter(p)","5970","107239","7.2","1599","6.1","Total, all industries","48329","TX"
Milam County,"2019","First Quarter(p)","476","5201","-1.9","794","-3.3","Total, all industries","48331","TX"
Mills County,"2019","First Quarter(p)","139","1268","-0.8","635","4.3","Total, all industries","48333","TX"
Mitchell County,"2019","First Quarter(p)","189","1926","-0.7","885","-1.9","Total, all industries","48335","TX"
Montague County,"2019","First Quarter(p)","492","4789","1.6","811","5.9","Total, all industries","48337","TX"
Montgomery County,"2019","First Quarter(p)","12163","191708","3.5","1226","6.5","Total, all industries","48339","TX"
Moore County,"2019","First Quarter(p)","548","11178","3.9","915","-0.9","Total, all industries","48341","TX"
Morris County,"2019","First Quarter(p)","242","3758","5.3","1046","0.5","Total, all industries","48343","TX"
Motley County,"2019","First Quarter(p)","63","307","-1.3","602","9.5","Total, all industries","48345","TX"
Nacogdoches County,"2019","First Quarter(p)","1427","22510","-0.6","735","1.7","Total, all industries","48347","TX"
Navarro County,"2019","First Quarter(p)","983","16695","1.1","756","5.0","Total, all industries","48349","TX"
Newton County,"2019","First Quarter(p)","138","1261","-0.4","753","8.5","Total, all industries","48351","TX"
Nolan County,"2019","First Quarter(p)","410","6107","4.1","861","1.4","Total, all industries","48353","TX"
Nueces County,"2019","First Quarter(p)","8314","162368","-0.8","942","2.6","Total, all industries","48355","TX"
Ochiltree County,"2019","First Quarter(p)","405","4460","-1.7","939","-0.9","Total, all industries","48357","TX"
Oldham County,"2019","First Quarter(p)","103","988","2.4","771","2.9","Total, all industries","48359","TX"
Orange County,"2019","First Quarter(p)","1401","23085","3.3","1070","2.6","Total, all industries","48361","TX"
Palo Pinto County,"2019","First Quarter(p)","707","8708","0.5","909","2.0","Total, all industries","48363","TX"
Panola County,"2019","First Quarter(p)","559","8638","-4.3","950","5.9","Total, all industries","48365","TX"
Parker County,"2019","First Quarter(p)","2977","34607","3.2","850","-12.1","Total, all industries","48367","TX"
Parmer County,"2019","First Quarter(p)","322","5760","0.8","829","6.1","Total, all industries","48369","TX"
Pecos County,"2019","First Quarter(p)","461","5861","3.0","1013","8.1","Total, all industries","48371","TX"
Polk County,"2019","First Quarter(p)","827","11550","2.1","768","0.7","Total, all industries","48373","TX"
Potter County,"2019","First Quarter(p)","4004","76494","-1.6","875","3.3","Total, all industries","48375","TX"
Presidio County,"2019","First Quarter(p)","188","2167","5.4","799","-2.2","Total, all industries","48377","TX"
Rains County,"2019","First Quarter(p)","226","2094","2.0","621","3.8","Total, all industries","48379","TX"
Randall County,"2019","First Quarter(p)","2468","32483","2.9","889","1.0","Total, all industries","48381","TX"
Reagan County,"2019","First Quarter(p)","157","2016","-1.0","1456","26.3","Total, all industries","48383","TX"
Real County,"2019","First Quarter(p)","104","732","1.1","508","0.6","Total, all industries","48385","TX"
Red River County,"2019","First Quarter(p)","251","2626","-1.9","673","8.2","Total, all industries","48387","TX"
Reeves County,"2019","First Quarter(p)","450","8880","26.8","1301","12.2","Total, all industries","48389","TX"
Refugio County,"2019","First Quarter(p)","197","2318","2.2","827","11.5","Total, all industries","48391","TX"
Roberts County,"2019","First Quarter(p)","44","243","-7.6","1043","-0.1","Total, all industries","48393","TX"
Robertson County,"2019","First Quarter(p)","352","4368","3.8","884","-2.5","Total, all industries","48395","TX"
Rockwall County,"2019","First Quarter(p)","2628","31834","5.7","797","-0.7","Total, all industries","48397","TX"
Runnels County,"2019","First Quarter(p)","286","2824","-1.1","715","1.3","Total, all industries","48399","TX"
Rusk County,"2019","First Quarter(p)","882","13442","-1.4","856","-2.1","Total, all industries","48401","TX"
Sabine County,"2019","First Quarter(p)","202","2444","5.6","723","-2.7","Total, all industries","48403","TX"
San Augustine County,"2019","First Quarter(p)","159","2228","26.8","840","21.2","Total, all industries","48405","TX"
San Jacinto County,"2019","First Quarter(p)","255","2135","4.1","676","2.6","Total, all industries","48407","TX"
San Patricio County,"2019","First Quarter(p)","1145","18336","-3.3","959","-2.4","Total, all industries","48409","TX"
San Saba County,"2019","First Quarter(p)","207","1919","5.4","846","11.5","Total, all industries","48411","TX"
Schleicher County,"2019","First Quarter(p)","93","819","7.3","908","7.6","Total, all industries","48413","TX"
Scurry County,"2019","First Quarter(p)","494","6418","-4.6","1148","4.8","Total, all industries","48415","TX"
Shackelford County,"2019","First Quarter(p)","167","1294","-5.1","1080","9.6","Total, all industries","48417","TX"
Shelby County,"2019","First Quarter(p)","576","8347","2.0","737","4.5","Total, all industries","48419","TX"
Sherman County,"2019","First Quarter(p)","120","1011","8.4","866","9.9","Total, all industries","48421","TX"
Smith County,"2019","First Quarter(p)","6367","103951","1.5","874","2.2","Total, all industries","48423","TX"
Somervell County,"2019","First Quarter(p)","223","3684","-8.5","1553","16.7","Total, all industries","48425","TX"
Starr County,"2019","First Quarter(p)","613","15515","0.8","580","0.3","Total, all industries","48427","TX"
Stephens County,"2019","First Quarter(p)","315","3384","6.6","715","0.3","Total, all industries","48429","TX"
Sterling County,"2019","First Quarter(p)","95","515","-2.6","858","-11.2","Total, all industries","48431","TX"
Stonewall County,"2019","First Quarter(p)","77","461","-3.8","785","3.6","Total, all industries","48433","TX"
Sutton County,"2019","First Quarter(p)","183","1893","5.9","1420","3.0","Total, all industries","48435","TX"
Swisher County,"2019","First Quarter(p)","196","1873","-1.1","677","1.8","Total, all industries","48437","TX"
Tarrant County,"2019","First Quarter(p)","45159","910603","2.5","1148","3.6","Total, all industries","48439","TX"
Taylor County,"2019","First Quarter(p)","3687","63685","2.9","816","3.2","Total, all industries","48441","TX"
Terrell County,"2019","First Quarter(p)","50","269","-0.7","793","-4.9","Total, all industries","48443","TX"
Terry County,"2019","First Quarter(p)","392","3656","-1.5","887","-3.0","Total, all industries","48445","TX"
Throckmorton County,"2019","First Quarter(p)","67","385","-6.6","570","0.5","Total, all industries","48447","TX"
Titus County,"2019","First Quarter(p)","853","15801","-0.7","742","-2.1","Total, all industries","48449","TX"
Tom Green County,"2019","First Quarter(p)","2942","47879","0.4","841","3.1","Total, all industries","48451","TX"
Travis County,"2019","First Quarter(p)","42999","767046","3.5","1365","4.4","Total, all industries","48453","TX"
Trinity County,"2019","First Quarter(p)","211","2198","-1.1","659","3.0","Total, all industries","48455","TX"
Tyler County,"2019","First Quarter(p)","329","3933","8.3","673","-0.9","Total, all industries","48457","TX"
Upshur County,"2019","First Quarter(p)","576","7031","3.9","739","6.6","Total, all industries","48459","TX"
Upton County,"2019","First Quarter(p)","107","1624","5.1","1537","7.8","Total, all industries","48461","TX"
Uvalde County,"2019","First Quarter(p)","710","9661","-1.2","677","3.5","Total, all industries","48463","TX"
Val Verde County,"2019","First Quarter(p)","909","18215","2.6","697","-0.9","Total, all industries","48465","TX"
Van Zandt County,"2019","First Quarter(p)","1028","11237","1.6","693","4.2","Total, all industries","48467","TX"
Victoria County,"2019","First Quarter(p)","2473","39117","0.8","916","4.0","Total, all industries","48469","TX"
Walker County,"2019","First Quarter(p)","1106","25214","3.0","792","2.5","Total, all industries","48471","TX"
Waller County,"2019","First Quarter(p)","869","18532","5.1","901","1.8","Total, all industries","48473","TX"
Ward County,"2019","First Quarter(p)","399","6297","20.2","1288","5.0","Total, all industries","48475","TX"
Washington County,"2019","First Quarter(p)","973","14858","0.5","756","0.1","Total, all industries","48477","TX"
Webb County,"2019","First Quarter(p)","5546","103086","2.2","705","2.2","Total, all industries","48479","TX"
Wharton County,"2019","First Quarter(p)","1186","16057","1.9","775","4.3","Total, all industries","48481","TX"
Wheeler County,"2019","First Quarter(p)","217","1951","-11.2","878","6.7","Total, all industries","48483","TX"
Wichita County,"2019","First Quarter(p)","3266","54557","0.1","796","4.7","Total, all industries","48485","TX"
Wilbarger County,"2019","First Quarter(p)","342","5865","-1.1","741","1.5","Total, all industries","48487","TX"
Willacy County,"2019","First Quarter(p)","312","3831","5.0","699","8.7","Total, all industries","48489","TX"
Williamson County,"2019","First Quarter(p)","11607","178296","4.9","1249","6.8","Total, all industries","48491","TX"
Wilson County,"2019","First Quarter(p)","770","8765","7.2","785","9.5","Total, all industries","48493","TX"
Winkler County,"2019","First Quarter(p)","238","3535","5.1","1373","4.4","Total, all industries","48495","TX"
Wise County,"2019","First Quarter(p)","1439","20725","2.2","922","5.9","Total, all industries","48497","TX"
Wood County,"2019","First Quarter(p)","891","10197","2.1","713","2.0","Total, all industries","48499","TX"
Yoakum County,"2019","First Quarter(p)","302","3634","1.4","1419","9.3","Total, all industries","48501","TX"
Young County,"2019","First Quarter(p)","611","6793","1.3","811","-1.8","Total, all industries","48503","TX"
Zapata County,"2019","First Quarter(p)","184","3646","1.8","1033","14.7","Total, all industries","48505","TX"
Zavala County,"2019","First Quarter(p)","171","2419","-7.1","723","11.4","Total, all industries","48507","TX"
 
