"Source","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages"
"Period","First Quarter(p)"
"Industry","Total, all industries"
"Area Name","Year","Quarter","No Of Establishments","Employment","One-Year Employment Gain/Loss (Percent)","Average Weekly Wages","On-Year Weekly Wages Gain/Loss (Percent)","Industry","FIPS","USPS"
Clare County,"2019","First Quarter(p)","508","6399","-4.6","736","-1.3","Total, all industries","26035","MI"
Clinton County,"2019","First Quarter(p)","1222","15685","-2.9","801","-0.5","Total, all industries","26037","MI"
Crawford County,"2019","First Quarter(p)","264","3992","1.5","880","4.3","Total, all industries","26039","MI"
Delta County,"2019","First Quarter(p)","995","13580","1.0","790","4.2","Total, all industries","26041","MI"
Dickinson County,"2019","First Quarter(p)","817","13588","-2.3","933","-3.3","Total, all industries","26043","MI"
Eaton County,"2019","First Quarter(p)","1869","41956","-1.3","941","0.2","Total, all industries","26045","MI"
Emmet County,"2019","First Quarter(p)","1388","17421","3.6","769","-0.1","Total, all industries","26047","MI"
Genesee County,"2019","First Quarter(p)","6796","131986","-0.6","898","0.9","Total, all industries","26049","MI"
Gladwin County,"2019","First Quarter(p)","378","4069","2.1","695","-1.6","Total, all industries","26051","MI"
Gogebic County,"2019","First Quarter(p)","382","5342","-2.6","724","-2.8","Total, all industries","26053","MI"
Grand Traverse County,"2019","First Quarter(p)","3304","47384","-1.5","875","2.3","Total, all industries","26055","MI"
Gratiot County,"2019","First Quarter(p)","695","12686","0.6","825","1.5","Total, all industries","26057","MI"
Hillsdale County,"2019","First Quarter(p)","764","12600","1.6","859","1.5","Total, all industries","26059","MI"
Houghton County,"2019","First Quarter(p)","864","11065","3.1","847","-0.6","Total, all industries","26061","MI"
Huron County,"2019","First Quarter(p)","947","10760","0.2","762","-0.5","Total, all industries","26063","MI"
Ingham County,"2019","First Quarter(p)","5999","151254","0.3","1044","0.7","Total, all industries","26065","MI"
Ionia County,"2019","First Quarter(p)","1013","20705","-0.1","655","5.1","Total, all industries","26067","MI"
Iosco County,"2019","First Quarter(p)","565","7526","4.0","885","13.9","Total, all industries","26069","MI"
Iron County,"2019","First Quarter(p)","345","3738","3.1","705","-0.4","Total, all industries","26071","MI"
Isabella County,"2019","First Quarter(p)","1266","28195","-1.4","740","1.9","Total, all industries","26073","MI"
Jackson County,"2019","First Quarter(p)","2633","56484","-0.7","946","2.0","Total, all industries","26075","MI"
Kalamazoo County,"2019","First Quarter(p)","5006","120245","1.1","1100","5.1","Total, all industries","26077","MI"
Kalkaska County,"2019","First Quarter(p)","312","3991","1.4","931","-0.1","Total, all industries","26079","MI"
Kent County,"2019","First Quarter(p)","14827","407426","1.0","975","2.5","Total, all industries","26081","MI"
Keweenaw County,"2019","First Quarter(p)","68","387","-0.3","443","-2.4","Total, all industries","26083","MI"
Lake County,"2019","First Quarter(p)","149","1578","-0.1","656","0.5","Total, all industries","26085","MI"
Lapeer County,"2019","First Quarter(p)","1543","21445","2.9","761","2.3","Total, all industries","26087","MI"
Leelanau County,"2019","First Quarter(p)","683","5495","-1.1","723","3.1","Total, all industries","26089","MI"
Lenawee County,"2019","First Quarter(p)","1759","25614","-2.5","813","-3.1","Total, all industries","26091","MI"
Livingston County,"2019","First Quarter(p)","4588","61931","2.1","858","1.1","Total, all industries","26093","MI"
Luce County,"2019","First Quarter(p)","185","1806","-3.6","717","1.7","Total, all industries","26095","MI"
Mackinac County,"2019","First Quarter(p)","441","3233","2.5","700","2.6","Total, all industries","26097","MI"
Macomb County,"2019","First Quarter(p)","17600","324707","-0.3","1117","-1.5","Total, all industries","26099","MI"
Manistee County,"2019","First Quarter(p)","531","6671","-0.7","840","3.6","Total, all industries","26101","MI"
Marquette County,"2019","First Quarter(p)","1542","26118","0.1","836","2.3","Total, all industries","26103","MI"
Mason County,"2019","First Quarter(p)","679","9715","-3.4","795","2.2","Total, all industries","26105","MI"
Mecosta County,"2019","First Quarter(p)","631","13204","-3.2","716","1.1","Total, all industries","26107","MI"
Menominee County,"2019","First Quarter(p)","453","7248","0.4","726","2.1","Total, all industries","26109","MI"
Midland County,"2019","First Quarter(p)","3285","37265","1.7","1410","-13.0","Total, all industries","26111","MI"
Missaukee County,"2019","First Quarter(p)","331","3194","0.2","689","1.5","Total, all industries","26113","MI"
Monroe County,"2019","First Quarter(p)","2127","38964","-2.7","1036","4.0","Total, all industries","26115","MI"
Montcalm County,"2019","First Quarter(p)","965","15894","-0.4","758","0.5","Total, all industries","26117","MI"
Montmorency County,"2019","First Quarter(p)","188","1943","-2.9","778","-1.1","Total, all industries","26119","MI"
Muskegon County,"2019","First Quarter(p)","2808","60613","-1.6","856","2.0","Total, all industries","26121","MI"
Newaygo County,"2019","First Quarter(p)","766","11558","-1.7","805","2.7","Total, all industries","26123","MI"
Oakland County,"2019","First Quarter(p)","39547","732294","0.8","1251","-1.9","Total, all industries","26125","MI"
Oceana County,"2019","First Quarter(p)","541","6093","0.3","748","2.3","Total, all industries","26127","MI"
Ogemaw County,"2019","First Quarter(p)","514","5332","-7.8","637","-13.3","Total, all industries","26129","MI"
Ontonagon County,"2019","First Quarter(p)","160","1175","0.1","608","-1.6","Total, all industries","26131","MI"
Osceola County,"2019","First Quarter(p)","441","7003","4.6","858","-0.5","Total, all industries","26133","MI"
Oscoda County,"2019","First Quarter(p)","188","1562","12.7","602","6.0","Total, all industries","26135","MI"
Otsego County,"2019","First Quarter(p)","714","9860","-0.3","832","-0.1","Total, all industries","26137","MI"
Ottawa County,"2019","First Quarter(p)","5805","125362","0.4","924","-1.1","Total, all industries","26139","MI"
Presque Isle County,"2019","First Quarter(p)","312","2486","-3.9","693","4.2","Total, all industries","26141","MI"
Roscommon County,"2019","First Quarter(p)","509","4969","-3.0","622","-4.5","Total, all industries","26143","MI"
Saginaw County,"2019","First Quarter(p)","3837","82516","-0.2","897","-0.1","Total, all industries","26145","MI"
St. Clair County,"2019","First Quarter(p)","2795","43526","0.9","878","1.0","Total, all industries","26147","MI"
St. Joseph County,"2019","First Quarter(p)","5380","23704","-1.2","735","0.1","Total, all industries","26149","MI"
Sanilac County,"2019","First Quarter(p)","820","10622","-1.0","710","3.8","Total, all industries","26151","MI"
Schoolcraft County,"2019","First Quarter(p)","227","2551","-1.8","829","4.0","Total, all industries","26153","MI"
Shiawassee County,"2019","First Quarter(p)","1083","15530","3.2","756","1.9","Total, all industries","26155","MI"
Tuscola County,"2019","First Quarter(p)","807","11588","2.5","754","0.8","Total, all industries","26157","MI"
Van Buren County,"2019","First Quarter(p)","1331","20281","1.8","906","2.5","Total, all industries","26159","MI"
Washtenaw County,"2019","First Quarter(p)","8285","218094","1.9","1173","3.9","Total, all industries","26161","MI"
Wayne County,"2019","First Quarter(p)","31405","724780","1.2","1254","-0.9","Total, all industries","26163","MI"
Wexford County,"2019","First Quarter(p)","802","13890","4.6","775","-0.5","Total, all industries","26165","MI"
 
